t_s,imu,report,x,y,z,w
7.140234,0x4B,accel,9.277344,1.175781,-0.519531,
7.141070,0x4A,accel,8.359375,-3.894531,-0.027344,
7.142117,0x4B,gyro,0.001953,-0.007812,-0.025391,
7.143374,0x4B,accel,9.203125,1.101562,-0.441406,
7.144041,0x4A,gyro,-0.007812,-0.007812,-0.023438,
7.144697,0x4B,gyro,-0.001953,0.000000,-0.031250,
7.145531,0x4A,accel,8.476562,-3.855469,-0.144531,
7.146594,0x4B,accel,9.085938,1.175781,-0.519531,
7.147236,0x4A,accel,8.402344,-3.816406,-0.144531,
7.149048,0x4A,gyro,-0.001953,-0.003906,-0.029297,
7.150748,0x4A,accel,8.398438,-3.855469,-0.105469,
7.151773,0x4B,gyro,-0.001953,-0.005859,-0.025391,
7.153040,0x4B,accel,9.207031,1.253906,-0.519531,
7.153766,0x4A,gyro,-0.007812,-0.001953,-0.031250,
7.154414,0x4B,accel,9.238281,1.214844,-0.480469,
7.155479,0x4A,accel,8.398438,-3.855469,-0.066406,
7.156534,0x4B,gyro,0.001953,-0.001953,-0.019531,
7.157811,0x4B,accel,9.207031,1.175781,-0.480469,
7.159173,0x4A,gyro,-0.005859,-0.001953,-0.025391,
7.159838,0x4B,gyro,-0.003906,-0.001953,-0.019531,
7.160610,0x4A,accel,8.402344,-3.816406,-0.144531,
7.161696,0x4B,accel,9.203125,1.214844,-0.441406,
7.163729,0x4A,gyro,-0.003906,0.000000,-0.025391,
7.165400,0x4A,accel,8.437500,-3.816406,-0.144531,
7.166613,0x4B,gyro,-0.005859,-0.005859,-0.023438,
7.167268,0x4A,accel,8.398438,-3.855469,-0.105469,
7.168060,0x4B,accel,9.207031,1.214844,-0.402344,
7.169104,0x4A,gyro,-0.003906,0.000000,-0.029297,
7.169749,0x4B,accel,9.207031,1.253906,-0.363281,
7.170828,0x4A,accel,8.402344,-3.855469,-0.027344,
7.171880,0x4B,gyro,-0.003906,-0.001953,-0.025391,
7.173149,0x4B,accel,9.164062,1.214844,-0.324219,
7.173839,0x4A,gyro,-0.005859,-0.001953,-0.025391,
7.174488,0x4B,gyro,-0.001953,-0.005859,-0.021484,
7.175544,0x4A,accel,8.398438,-3.816406,-0.066406,
7.177846,0x4B,accel,9.167969,1.253906,-0.402344,
7.178501,0x4A,gyro,0.000000,-0.005859,-0.029297,
7.180188,0x4A,accel,8.402344,-3.777344,-0.105469,
7.180853,0x4B,gyro,0.005859,-0.001953,-0.023438,
7.182559,0x4B,accel,9.167969,1.292969,-0.402344,
7.183203,0x4A,gyro,0.000000,0.000000,-0.023438,
7.184945,0x4A,accel,8.441406,-3.816406,-0.066406,
7.186076,0x4B,gyro,0.000000,-0.007812,-0.021484,
7.186717,0x4A,accel,8.441406,-3.816406,-0.066406,
7.187806,0x4B,accel,9.167969,1.332031,-0.402344,
7.188940,0x4A,gyro,-0.003906,-0.005859,-0.021484,
7.189584,0x4B,accel,9.167969,1.332031,-0.363281,
7.190756,0x4A,accel,8.398438,-3.816406,-0.105469,
7.191806,0x4B,gyro,0.001953,-0.005859,-0.017578,
7.193079,0x4B,accel,9.128906,1.332031,-0.363281,
7.193945,0x4A,gyro,-0.007812,-0.003906,-0.013672,
7.195333,0x4B,gyro,-0.001953,-0.005859,-0.017578,
7.196040,0x4A,accel,8.398438,-3.777344,-0.027344,
7.197119,0x4B,accel,9.164062,1.332031,-0.324219,
7.198982,0x4A,gyro,0.003906,-0.007812,-0.017578,
7.200634,0x4A,accel,8.398438,-3.816406,-0.105469,
7.201682,0x4B,gyro,-0.001953,-0.007812,-0.019531,
7.203162,0x4B,accel,9.167969,1.332031,-0.363281,
7.203808,0x4A,gyro,-0.005859,-0.007812,-0.017578,
7.205501,0x4A,accel,8.402344,-3.816406,-0.144531,
7.206560,0x4B,gyro,0.000000,-0.011719,-0.015625,
7.207206,0x4A,accel,8.398438,-3.855469,-0.105469,
7.208020,0x4B,accel,9.125000,1.292969,-0.324219,
7.209250,0x4A,gyro,-0.001953,-0.007812,-0.013672,
7.209894,0x4B,accel,9.167969,1.292969,-0.402344,
7.210962,0x4A,accel,8.437500,-3.777344,-0.066406,
7.211670,0x4B,gyro,0.003906,-0.005859,-0.007812,
7.212937,0x4B,accel,9.167969,1.332031,-0.363281,
7.213587,0x4A,gyro,-0.001953,-0.005859,-0.013672,
7.215238,0x4A,accel,8.398438,-3.816406,-0.066406,
7.215907,0x4B,gyro,0.003906,-0.009766,-0.011719,
7.217601,0x4B,accel,9.164062,1.292969,-0.441406,
7.218245,0x4A,gyro,-0.005859,-0.013672,-0.009766,
7.219903,0x4A,accel,8.480469,-3.816406,-0.105469,
7.220545,0x4B,gyro,-0.001953,-0.011719,-0.011719,
7.222219,0x4B,accel,9.207031,1.253906,-0.402344,
7.222857,0x4A,gyro,-0.005859,-0.013672,-0.011719,
7.224121,0x4A,accel,8.441406,-3.816406,-0.105469,
7.224772,0x4B,gyro,0.001953,-0.011719,-0.009766,
7.226711,0x4B,accel,9.164062,1.253906,-0.441406,
7.227356,0x4A,accel,8.402344,-3.816406,-0.183594,
7.228022,0x4B,accel,9.164062,1.253906,-0.480469,
7.229356,0x4A,gyro,-0.005859,-0.005859,-0.013672,
7.230452,0x4B,gyro,0.003906,-0.013672,-0.005859,
7.231125,0x4A,accel,8.398438,-3.816406,-0.105469,
7.232495,0x4B,accel,9.203125,1.253906,-0.480469,
7.233148,0x4A,gyro,-0.001953,-0.011719,-0.013672,
7.234944,0x4A,accel,8.398438,-3.816406,-0.105469,
7.235590,0x4B,gyro,0.009766,-0.009766,-0.001953,
7.237333,0x4B,accel,9.164062,1.253906,-0.480469,
7.239232,0x4A,gyro,-0.001953,-0.007812,-0.013672,
7.240949,0x4A,accel,8.402344,-3.777344,-0.105469,
7.241991,0x4B,gyro,0.001953,-0.009766,-0.007812,
7.243252,0x4B,accel,9.125000,1.253906,-0.480469,
7.243900,0x4A,gyro,-0.007812,-0.007812,-0.009766,
7.244546,0x4B,gyro,0.001953,-0.003906,-0.003906,
7.245640,0x4A,accel,8.402344,-3.816406,-0.144531,
7.246691,0x4B,accel,9.164062,1.253906,-0.480469,
7.247325,0x4A,accel,8.398438,-3.816406,-0.105469,
7.247987,0x4B,accel,9.164062,1.292969,-0.441406,
7.249275,0x4A,gyro,-0.005859,-0.007812,-0.013672,
7.250535,0x4B,gyro,0.000000,-0.007812,0.000000,
7.251266,0x4A,accel,8.441406,-3.855469,-0.105469,
7.252370,0x4B,accel,9.207031,1.253906,-0.402344,
7.254955,0x4A,gyro,-0.001953,-0.007812,-0.009766,
7.256128,0x4B,gyro,0.003906,-0.009766,-0.007812,
7.256806,0x4A,accel,8.398438,-3.855469,-0.105469,
7.257605,0x4B,accel,9.207031,1.253906,-0.402344,
7.260182,0x4A,gyro,-0.001953,-0.011719,-0.005859,
7.260828,0x4B,gyro,0.005859,-0.005859,-0.001953,
7.261477,0x4A,accel,8.441406,-3.816406,-0.105469,
7.262584,0x4B,accel,9.164062,1.253906,-0.480469,
7.263224,0x4A,gyro,-0.001953,-0.005859,-0.009766,
7.263866,0x4B,accel,9.203125,1.253906,-0.480469,
7.265285,0x4A,accel,8.437500,-3.816406,-0.144531,
7.266337,0x4B,gyro,0.007812,-0.007812,0.003906,
7.266975,0x4A,accel,8.441406,-3.816406,-0.105469,
7.268017,0x4B,accel,9.203125,1.214844,-0.480469,
7.269249,0x4A,gyro,0.001953,-0.009766,-0.003906,
7.269899,0x4B,gyro,0.005859,-0.005859,-0.001953,
7.270986,0x4A,accel,8.398438,-3.816406,-0.066406,
7.272010,0x4B,accel,9.238281,1.214844,-0.480469,
7.274033,0x4A,gyro,0.000000,-0.007812,-0.011719,
7.275715,0x4A,accel,8.441406,-3.894531,-0.144531,
7.276838,0x4B,gyro,0.000000,-0.005859,-0.003906,
7.278123,0x4B,accel,9.234375,1.136719,-0.519531,
7.278770,0x4A,gyro,-0.003906,-0.007812,-0.005859,
7.280448,0x4A,accel,8.441406,-3.894531,-0.144531,
7.281605,0x4B,gyro,0.003906,-0.003906,0.001953,
7.282850,0x4B,accel,9.234375,1.101562,-0.519531,
7.283488,0x4A,gyro,-0.001953,-0.007812,-0.019531,
7.284132,0x4B,accel,9.203125,1.062500,-0.441406,
7.285207,0x4A,accel,8.402344,-3.855469,-0.144531,
7.286259,0x4B,gyro,0.009766,0.000000,-0.003906,
7.286922,0x4A,accel,8.398438,-3.855469,-0.105469,
7.287982,0x4B,accel,9.203125,1.062500,-0.441406,
7.289135,0x4A,gyro,0.003906,-0.007812,-0.021484,
7.289789,0x4B,gyro,0.013672,-0.001953,-0.003906,
7.291056,0x4A,accel,8.398438,-3.855469,-0.105469,
7.292098,0x4B,accel,9.164062,1.101562,-0.441406,
7.293978,0x4A,gyro,0.003906,-0.001953,-0.011719,
7.294613,0x4B,gyro,0.023438,-0.005859,-0.001953,
7.295677,0x4A,accel,8.359375,-3.738281,-0.144531,
7.296708,0x4B,accel,9.167969,1.175781,-0.480469,
7.298624,0x4A,gyro,0.003906,-0.007812,-0.017578,
7.300322,0x4A,accel,8.398438,-3.816406,-0.066406,
7.301379,0x4B,gyro,0.019531,0.001953,-0.001953,
7.302652,0x4B,accel,9.125000,1.214844,-0.441406,
7.303291,0x4A,gyro,0.005859,-0.003906,-0.015625,
7.303934,0x4B,accel,9.164062,1.214844,-0.441406,
7.305130,0x4A,accel,8.402344,-3.816406,-0.144531,
7.306186,0x4B,gyro,0.015625,-0.003906,-0.005859,
7.306821,0x4A,accel,8.398438,-3.816406,-0.105469,
7.307872,0x4B,accel,9.207031,1.253906,-0.402344,
7.309150,0x4A,gyro,0.000000,-0.001953,-0.013672,
7.309800,0x4B,gyro,0.015625,0.000000,-0.009766,
7.311061,0x4A,accel,8.398438,-3.816406,-0.105469,
7.312100,0x4B,accel,9.167969,1.292969,-0.402344,
7.314111,0x4A,gyro,0.000000,-0.007812,-0.019531,
7.315791,0x4A,accel,8.441406,-3.816406,-0.105469,
7.316869,0x4B,gyro,0.017578,-0.005859,-0.005859,
7.318163,0x4B,accel,9.125000,1.292969,-0.441406,
7.318808,0x4A,gyro,0.001953,-0.003906,-0.017578,
7.320502,0x4A,accel,8.441406,-3.816406,-0.105469,
7.321658,0x4B,accel,9.164062,1.292969,-0.441406,
7.323254,0x4B,gyro,0.009766,-0.001953,-0.001953,
7.323909,0x4A,gyro,0.005859,-0.007812,-0.017578,
7.324552,0x4B,accel,9.125000,1.253906,-0.441406,
7.325657,0x4A,accel,8.441406,-3.816406,-0.105469,
7.326891,0x4B,gyro,0.005859,-0.003906,-0.001953,
7.327531,0x4A,accel,8.398438,-3.816406,-0.105469,
7.328360,0x4B,accel,9.125000,1.292969,-0.441406,
7.329445,0x4A,gyro,-0.001953,-0.005859,-0.013672,
7.331168,0x4A,accel,8.398438,-3.816406,-0.105469,
7.332199,0x4B,gyro,0.013672,0.000000,-0.001953,
7.333466,0x4B,accel,9.164062,1.253906,-0.441406,
7.334111,0x4A,gyro,0.001953,-0.007812,-0.011719,
7.335763,0x4A,accel,8.398438,-3.816406,-0.105469,
7.336801,0x4B,gyro,0.011719,-0.007812,-0.003906,
7.338069,0x4B,accel,9.164062,1.214844,-0.441406,
7.338728,0x4A,gyro,-0.003906,-0.005859,-0.009766,
7.340388,0x4A,accel,8.402344,-3.816406,-0.144531,
7.341739,0x4B,accel,9.203125,1.253906,-0.441406,
7.343442,0x4B,gyro,0.009766,-0.003906,0.003906,
7.344091,0x4A,gyro,0.001953,-0.009766,-0.019531,
7.344730,0x4B,accel,9.164062,1.175781,-0.402344,
7.345815,0x4A,accel,8.402344,-3.816406,-0.144531,
7.346968,0x4B,gyro,0.013672,-0.005859,-0.001953,
7.347605,0x4A,accel,8.398438,-3.855469,-0.105469,
7.348403,0x4B,accel,9.125000,1.175781,-0.402344,
7.349502,0x4A,gyro,0.003906,-0.007812,-0.019531,
7.351234,0x4A,accel,8.359375,-3.816406,-0.105469,
7.352281,0x4B,gyro,0.011719,-0.005859,0.005859,
7.353560,0x4B,accel,9.128906,1.214844,-0.402344,
7.354209,0x4A,gyro,0.011719,-0.005859,-0.019531,
7.355871,0x4A,accel,8.398438,-3.816406,-0.066406,
7.356941,0x4B,gyro,0.011719,-0.005859,0.003906,
7.358253,0x4B,accel,9.128906,1.214844,-0.402344,
7.358908,0x4A,gyro,-0.001953,-0.009766,-0.013672,
7.359546,0x4B,accel,9.128906,1.253906,-0.402344,
7.360634,0x4A,accel,8.398438,-3.816406,-0.105469,
7.361703,0x4B,gyro,0.009766,-0.009766,0.000000,
7.363341,0x4B,accel,9.128906,1.253906,-0.363281,
7.363989,0x4A,gyro,0.005859,-0.007812,-0.015625,
7.365688,0x4A,accel,8.402344,-3.777344,-0.105469,
7.367020,0x4B,gyro,0.015625,-0.007812,0.000000,
7.367665,0x4A,accel,8.402344,-3.777344,-0.105469,
7.368495,0x4B,accel,9.085938,1.253906,-0.441406,
7.369562,0x4A,gyro,0.001953,-0.009766,-0.009766,
7.371236,0x4A,accel,8.398438,-3.777344,-0.144531,
7.372267,0x4B,gyro,0.007812,-0.007812,0.003906,
7.373542,0x4B,accel,9.125000,1.292969,-0.441406,
7.374192,0x4A,gyro,-0.001953,-0.009766,-0.013672,
7.374840,0x4B,accel,9.085938,1.253906,-0.441406,
7.375914,0x4A,accel,8.441406,-3.738281,-0.144531,
7.376991,0x4B,gyro,0.003906,-0.011719,-0.001953,
7.378272,0x4B,accel,9.125000,1.253906,-0.441406,
7.378914,0x4A,gyro,-0.001953,-0.011719,-0.009766,
7.380605,0x4A,accel,8.398438,-3.777344,-0.144531,
7.381257,0x4B,gyro,0.007812,-0.013672,0.000000,
7.382946,0x4B,accel,9.125000,1.292969,-0.441406,
7.383580,0x4A,gyro,-0.005859,-0.007812,-0.005859,
7.385318,0x4A,accel,8.398438,-3.777344,-0.183594,
7.386644,0x4B,gyro,0.005859,-0.009766,0.003906,
7.387284,0x4A,accel,8.402344,-3.777344,-0.105469,
7.388380,0x4B,accel,9.125000,1.292969,-0.441406,
7.389430,0x4A,gyro,-0.001953,-0.005859,-0.009766,
7.391258,0x4A,accel,8.437500,-3.777344,-0.105469,
7.392321,0x4B,gyro,0.000000,-0.009766,-0.001953,
7.393579,0x4B,accel,9.085938,1.253906,-0.480469,
7.394240,0x4A,gyro,0.000000,-0.009766,-0.007812,
7.394897,0x4B,accel,9.125000,1.253906,-0.441406,
7.395950,0x4A,accel,8.402344,-3.816406,-0.144531,
7.396829,0x4B,gyro,0.001953,-0.011719,0.003906,
7.398475,0x4B,accel,9.125000,1.253906,-0.441406,
7.399748,0x4A,gyro,-0.003906,-0.011719,-0.005859,
7.401210,0x4A,accel,8.398438,-3.777344,-0.144531,
7.401862,0x4B,gyro,0.001953,-0.011719,0.003906,
7.403366,0x4B,accel,9.125000,1.253906,-0.480469,
7.404008,0x4A,gyro,0.000000,-0.007812,-0.001953,
7.405811,0x4A,accel,8.398438,-3.777344,-0.144531,
7.407032,0x4B,gyro,-0.009766,-0.009766,0.003906,
7.407673,0x4A,accel,8.441406,-3.816406,-0.105469,
7.408479,0x4B,accel,9.164062,1.253906,-0.480469,
7.409524,0x4A,gyro,-0.001953,-0.009766,-0.003906,
7.410170,0x4B,accel,9.125000,1.253906,-0.441406,
7.411380,0x4A,accel,8.398438,-3.816406,-0.105469,
7.412462,0x4B,gyro,0.000000,-0.007812,0.003906,
7.413736,0x4B,accel,9.164062,1.214844,-0.441406,
7.414383,0x4A,gyro,-0.001953,-0.007812,-0.003906,
7.416072,0x4A,accel,8.398438,-3.855469,-0.105469,
7.416722,0x4B,gyro,-0.007812,-0.007812,0.003906,
7.418305,0x4B,accel,9.164062,1.214844,-0.480469,
7.418955,0x4A,gyro,-0.007812,-0.011719,0.001953,
7.420629,0x4A,accel,8.402344,-3.816406,-0.144531,
7.421457,0x4B,gyro,0.005859,-0.005859,0.001953,
7.423145,0x4B,accel,9.167969,1.175781,-0.441406,
7.423792,0x4A,gyro,-0.003906,-0.007812,-0.005859,
7.425458,0x4A,accel,8.441406,-3.816406,-0.105469,
7.426099,0x4B,gyro,-0.005859,-0.013672,0.009766,
7.427807,0x4B,accel,9.167969,1.175781,-0.441406,
7.428467,0x4A,accel,8.402344,-3.855469,-0.144531,
7.430184,0x4A,gyro,0.000000,-0.007812,-0.003906,
7.431358,0x4B,accel,9.164062,1.214844,-0.441406,
7.431996,0x4A,accel,8.441406,-3.816406,-0.105469,
7.433379,0x4B,gyro,-0.005859,-0.009766,0.000000,
7.434162,0x4A,gyro,0.005859,-0.005859,0.000000,
7.434807,0x4B,accel,9.125000,1.214844,-0.441406,
7.435881,0x4A,accel,8.402344,-3.777344,-0.105469,
7.437243,0x4B,gyro,-0.001953,-0.009766,0.001953,
7.438512,0x4B,accel,9.164062,1.214844,-0.480469,
7.439751,0x4A,gyro,0.001953,-0.005859,-0.005859,
7.440392,0x4B,gyro,0.001953,-0.007812,0.001953,
7.441056,0x4A,accel,8.402344,-3.777344,-0.105469,
7.442093,0x4B,accel,9.125000,1.253906,-0.480469,
7.444520,0x4A,gyro,-0.003906,-0.007812,0.003906,
7.446261,0x4A,accel,8.402344,-3.777344,-0.105469,
7.447319,0x4B,gyro,-0.005859,-0.009766,0.000000,
7.447957,0x4A,accel,8.398438,-3.777344,-0.144531,
7.448611,0x4B,accel,9.125000,1.253906,-0.480469,
7.450003,0x4A,gyro,-0.007812,-0.011719,0.000000,
7.451328,0x4B,accel,9.125000,1.253906,-0.480469,
7.452009,0x4A,accel,8.398438,-3.777344,-0.144531,
7.453191,0x4B,gyro,0.000000,-0.011719,0.000000,
7.453874,0x4A,gyro,-0.003906,-0.007812,-0.005859,
7.454546,0x4B,accel,9.125000,1.253906,-0.480469,
7.455599,0x4A,accel,8.402344,-3.777344,-0.105469,
7.456979,0x4B,gyro,0.000000,-0.005859,0.003906,
7.458264,0x4B,accel,9.125000,1.292969,-0.441406,
7.458907,0x4A,gyro,-0.003906,-0.007812,0.001953,
7.460563,0x4A,accel,8.441406,-3.777344,-0.144531,
7.461898,0x4B,gyro,-0.003906,-0.011719,0.001953,
7.463531,0x4B,accel,9.085938,1.253906,-0.441406,
7.464183,0x4A,gyro,-0.001953,-0.005859,0.000000,
7.464828,0x4B,accel,9.125000,1.292969,-0.480469,
7.465922,0x4A,accel,8.398438,-3.777344,-0.144531,
7.467133,0x4B,gyro,-0.003906,-0.009766,0.001953,
7.467777,0x4A,accel,8.437500,-3.777344,-0.105469,
7.468438,0x4B,accel,9.125000,1.253906,-0.441406,
7.469618,0x4A,gyro,-0.003906,-0.007812,0.000000,
7.470260,0x4B,gyro,0.001953,-0.009766,0.009766,
7.471460,0x4A,accel,8.398438,-3.816406,-0.105469,
7.473532,0x4B,accel,9.085938,1.292969,-0.441406,
7.474181,0x4A,gyro,-0.005859,-0.005859,0.000000,
7.475870,0x4A,accel,8.402344,-3.777344,-0.105469,
7.477213,0x4B,gyro,0.000000,-0.005859,0.007812,
7.478496,0x4B,accel,9.125000,1.292969,-0.441406,
7.479702,0x4A,gyro,-0.003906,-0.007812,0.005859,
7.480354,0x4B,gyro,-0.001953,-0.011719,0.007812,
7.481328,0x4A,accel,8.398438,-3.777344,-0.144531,
7.482389,0x4B,accel,9.128906,1.292969,-0.402344,
7.484438,0x4A,gyro,-0.003906,-0.007812,0.000000,
7.485079,0x4B,accel,9.085938,1.292969,-0.441406,
7.486159,0x4A,accel,8.398438,-3.777344,-0.144531,
7.487444,0x4B,gyro,0.001953,-0.009766,0.009766,
7.488093,0x4A,accel,8.398438,-3.777344,-0.144531,
7.488734,0x4B,accel,9.125000,1.292969,-0.441406,
7.489826,0x4A,gyro,-0.001953,-0.007812,0.007812,
7.491170,0x4B,gyro,-0.001953,-0.011719,0.009766,
7.491827,0x4A,accel,8.402344,-3.738281,-0.105469,
7.492910,0x4B,accel,9.125000,1.292969,-0.441406,
7.493578,0x4A,gyro,-0.001953,-0.003906,0.007812,
7.495507,0x4A,accel,8.441406,-3.816406,-0.105469,
7.496783,0x4B,gyro,-0.001953,-0.011719,0.009766,
7.498052,0x4B,accel,9.085938,1.253906,-0.441406,
7.498719,0x4A,gyro,0.000000,-0.007812,0.011719,
7.500362,0x4A,accel,8.398438,-3.777344,-0.144531,
7.501393,0x4B,gyro,0.001953,-0.009766,0.011719,
7.503102,0x4B,accel,9.125000,1.292969,-0.441406,
7.504986,0x4A,gyro,0.000000,-0.007812,0.013672,
7.505633,0x4B,accel,9.128906,1.292969,-0.402344,
7.506449,0x4A,accel,8.398438,-3.777344,-0.144531,
7.507107,0x4B,gyro,0.003906,-0.009766,0.013672,
7.508709,0x4B,accel,9.128906,1.253906,-0.402344,
7.510125,0x4A,accel,8.398438,-3.777344,-0.144531,
7.510776,0x4B,gyro,0.001953,-0.011719,0.015625,
7.511752,0x4A,gyro,-0.001953,-0.011719,0.011719,
7.512823,0x4B,accel,9.125000,1.253906,-0.441406,
7.513488,0x4A,accel,8.441406,-3.816406,-0.105469,
7.514921,0x4A,gyro,0.001953,-0.011719,0.015625,
7.515637,0x4B,gyro,-0.009766,-0.009766,0.017578,
7.516744,0x4A,accel,8.398438,-3.777344,-0.183594,
7.517826,0x4B,accel,9.164062,1.253906,-0.441406,
7.519674,0x4A,gyro,-0.001953,-0.013672,0.011719,
7.520295,0x4B,gyro,-0.005859,-0.013672,0.019531,
7.521347,0x4A,accel,8.398438,-3.777344,-0.144531,
7.522476,0x4B,accel,9.125000,1.253906,-0.480469,
7.523734,0x4B,accel,9.125000,1.214844,-0.441406,
7.524367,0x4A,gyro,-0.007812,-0.005859,0.015625,
7.526091,0x4A,accel,8.402344,-3.816406,-0.144531,
7.526810,0x4B,gyro,-0.001953,-0.009766,0.015625,
7.527453,0x4A,accel,8.402344,-3.777344,-0.105469,
7.528533,0x4B,accel,9.164062,1.214844,-0.480469,
7.529761,0x4A,gyro,-0.003906,-0.011719,0.015625,
7.530416,0x4B,gyro,0.000000,-0.011719,0.019531,
7.531717,0x4A,accel,8.363281,-3.816406,-0.144531,
7.532744,0x4B,accel,9.164062,1.214844,-0.480469,
7.534683,0x4A,gyro,-0.003906,-0.011719,0.019531,
7.536326,0x4A,accel,8.441406,-3.816406,-0.105469,
7.537350,0x4B,gyro,-0.001953,-0.013672,0.019531,
7.538588,0x4B,accel,9.164062,1.253906,-0.441406,
7.539294,0x4A,gyro,0.001953,-0.009766,0.023438,
7.541014,0x4A,accel,8.441406,-3.777344,-0.144531,
7.542319,0x4B,accel,9.164062,1.214844,-0.441406,
7.543996,0x4B,gyro,-0.003906,-0.009766,0.019531,
7.544652,0x4A,gyro,-0.003906,-0.009766,0.017578,
7.545299,0x4B,accel,9.167969,1.214844,-0.519531,
7.546426,0x4A,accel,8.441406,-3.777344,-0.144531,
7.547719,0x4B,gyro,-0.001953,-0.013672,0.019531,
7.548377,0x4A,accel,8.441406,-3.777344,-0.144531,
7.549026,0x4B,accel,9.125000,1.214844,-0.441406,
7.550051,0x4A,gyro,-0.001953,-0.007812,0.019531,
7.550667,0x4B,gyro,-0.003906,-0.013672,0.015625,
7.551669,0x4A,accel,8.398438,-3.777344,-0.144531,
7.552668,0x4B,accel,9.125000,1.214844,-0.441406,
7.554499,0x4A,gyro,-0.001953,-0.013672,0.013672,
7.556148,0x4A,accel,8.398438,-3.816406,-0.105469,
7.557154,0x4B,gyro,-0.001953,-0.011719,0.019531,
7.558391,0x4B,accel,9.125000,1.214844,-0.480469,
7.559028,0x4A,gyro,-0.009766,-0.009766,0.019531,
7.560692,0x4A,accel,8.398438,-3.816406,-0.105469,
7.562054,0x4B,accel,9.128906,1.214844,-0.519531,
7.563728,0x4B,gyro,-0.009766,-0.009766,0.017578,
7.564378,0x4A,gyro,-0.007812,-0.013672,0.019531,
7.565016,0x4B,accel,9.167969,1.214844,-0.519531,
7.566094,0x4A,accel,8.437500,-3.816406,-0.144531,
7.566736,0x4B,gyro,-0.003906,-0.009766,0.019531,
7.568440,0x4B,accel,9.164062,1.175781,-0.519531,
7.569733,0x4A,accel,8.402344,-3.816406,-0.183594,
7.571655,0x4A,gyro,-0.003906,-0.011719,0.021484,
7.572658,0x4B,gyro,-0.007812,-0.009766,0.017578,
7.573282,0x4A,accel,8.437500,-3.816406,-0.144531,
7.573900,0x4B,accel,9.203125,1.136719,-0.480469,
7.574524,0x4A,gyro,-0.009766,-0.007812,0.023438,
7.576182,0x4A,accel,8.441406,-3.816406,-0.105469,
7.577227,0x4B,gyro,-0.011719,-0.009766,0.017578,
7.578518,0x4B,accel,9.164062,1.136719,-0.480469,
7.579170,0x4A,gyro,-0.003906,-0.005859,0.015625,
7.579809,0x4B,accel,9.164062,1.136719,-0.441406,
7.580853,0x4A,accel,8.398438,-3.816406,-0.105469,
7.582189,0x4B,gyro,-0.011719,-0.009766,0.013672,
7.583787,0x4B,accel,9.167969,1.175781,-0.480469,
7.584439,0x4A,gyro,-0.005859,-0.009766,0.017578,
7.586132,0x4A,accel,8.402344,-3.816406,-0.144531,
7.587459,0x4B,gyro,-0.005859,-0.015625,0.013672,
7.588075,0x4A,accel,8.441406,-3.816406,-0.105469,
7.588922,0x4B,accel,9.167969,1.175781,-0.441406,
7.589954,0x4A,gyro,-0.003906,-0.003906,0.017578,
7.591763,0x4A,accel,8.402344,-3.816406,-0.144531,
7.592767,0x4B,gyro,-0.003906,-0.013672,0.007812,
7.593987,0x4B,accel,9.164062,1.214844,-0.441406,
7.594605,0x4A,gyro,0.000000,-0.005859,0.019531,
7.595246,0x4B,accel,9.164062,1.253906,-0.441406,
7.596298,0x4A,accel,8.398438,-3.816406,-0.105469,
7.597361,0x4B,gyro,-0.005859,-0.009766,0.005859,
7.598990,0x4B,accel,9.167969,1.292969,-0.519531,
7.600032,0x4A,gyro,-0.005859,-0.007812,0.019531,
7.601747,0x4A,accel,8.402344,-3.816406,-0.144531,
7.603096,0x4B,gyro,-0.005859,-0.013672,0.011719,
7.604319,0x4B,accel,9.164062,1.292969,-0.480469,
7.604948,0x4A,gyro,-0.005859,-0.005859,0.023438,
7.606638,0x4A,accel,8.398438,-3.777344,-0.144531,
7.607663,0x4B,gyro,-0.011719,-0.009766,0.019531,
7.608276,0x4A,accel,8.402344,-3.816406,-0.144531,
7.609148,0x4B,accel,9.164062,1.292969,-0.554688,
7.610283,0x4A,gyro,-0.007812,-0.007812,0.019531,
7.610892,0x4B,accel,9.164062,1.292969,-0.480469,
7.611908,0x4A,accel,8.441406,-3.816406,-0.105469,
7.612967,0x4B,gyro,-0.017578,-0.009766,0.011719,
7.614853,0x4A,gyro,-0.011719,-0.007812,0.027344,
7.615507,0x4B,accel,9.125000,1.214844,-0.441406,
7.616575,0x4A,accel,8.398438,-3.816406,-0.105469,
7.617408,0x4B,gyro,-0.019531,-0.009766,0.013672,
7.619047,0x4B,accel,9.167969,1.214844,-0.402344,
7.620328,0x4A,gyro,-0.007812,-0.007812,0.027344,
7.621797,0x4A,accel,8.441406,-3.816406,-0.105469,
7.622445,0x4B,gyro,-0.025391,-0.013672,0.011719,
7.623873,0x4B,accel,9.167969,1.214844,-0.402344,
7.624497,0x4A,gyro,-0.011719,-0.005859,0.031250,
7.626411,0x4A,accel,8.402344,-3.816406,-0.144531,
7.627586,0x4B,gyro,-0.021484,-0.011719,0.009766,
7.628197,0x4A,accel,8.402344,-3.816406,-0.144531,
7.629047,0x4B,accel,9.167969,1.175781,-0.441406,
7.630128,0x4A,gyro,-0.001953,-0.005859,0.025391,
7.630737,0x4B,accel,9.167969,1.175781,-0.441406,
7.631855,0x4A,accel,8.437500,-3.777344,-0.105469,
7.632929,0x4B,gyro,-0.007812,-0.009766,0.019531,
7.634170,0x4B,accel,9.203125,1.175781,-0.402344,
