t_s,imu,report,x,y,z,w
4.619080,0x4A,gyro,-0.019531,-0.039062,-0.001953,
4.620867,0x4A,accel,8.285156,-3.816406,0.164062,
4.621915,0x4B,accel,9.085938,1.175781,-0.132812,
4.623776,0x4A,gyro,-0.015625,-0.037109,0.007812,
4.624401,0x4B,gyro,-0.007812,-0.050781,0.005859,
4.625428,0x4A,accel,8.246094,-3.816406,0.125000,
4.626499,0x4B,accel,9.085938,1.101562,-0.097656,
4.629017,0x4B,gyro,-0.003906,-0.048828,0.007812,
4.630381,0x4A,gyro,-0.019531,-0.041016,0.003906,
4.631460,0x4B,accel,9.089844,1.101562,-0.132812,
4.632106,0x4A,accel,8.203125,-3.816406,0.199219,
4.633357,0x4A,accel,8.242188,-3.816406,0.199219,
4.634012,0x4B,accel,9.085938,1.101562,-0.171875,
4.635094,0x4A,gyro,-0.017578,-0.041016,0.003906,
4.636382,0x4B,gyro,-0.005859,-0.048828,0.009766,
4.637013,0x4A,accel,8.285156,-3.816406,0.125000,
4.637659,0x4B,accel,9.089844,1.062500,-0.132812,
4.639574,0x4B,gyro,0.001953,-0.048828,0.007812,
4.640671,0x4A,gyro,-0.013672,-0.039062,0.001953,
4.641739,0x4B,accel,9.089844,1.101562,-0.250000,
4.642347,0x4A,accel,8.285156,-3.816406,0.125000,
4.643559,0x4A,gyro,-0.019531,-0.039062,-0.003906,
4.644185,0x4B,gyro,0.000000,-0.048828,0.015625,
4.645187,0x4A,accel,8.167969,-3.816406,0.125000,
4.646243,0x4B,accel,9.128906,1.136719,-0.250000,
4.648842,0x4B,gyro,-0.007812,-0.046875,0.011719,
4.650137,0x4A,gyro,-0.017578,-0.033203,-0.009766,
4.651322,0x4B,accel,9.167969,1.136719,-0.250000,
4.651980,0x4A,accel,8.437500,-3.816406,0.125000,
4.653232,0x4A,accel,8.285156,-3.777344,0.199219,
4.653894,0x4B,accel,9.046875,1.214844,-0.210938,
4.655602,0x4A,gyro,-0.017578,-0.037109,-0.009766,
4.656684,0x4B,gyro,-0.011719,-0.046875,0.009766,
4.657313,0x4A,accel,8.203125,-3.738281,0.125000,
4.657936,0x4B,accel,9.007812,1.101562,-0.171875,
4.659195,0x4B,gyro,-0.015625,-0.044922,0.007812,
4.660476,0x4A,gyro,-0.015625,-0.033203,-0.005859,
4.661526,0x4B,accel,9.011719,1.136719,-0.132812,
4.662145,0x4A,accel,8.281250,-3.777344,0.085938,
4.663947,0x4B,gyro,-0.007812,-0.046875,0.009766,
4.664573,0x4A,gyro,-0.023438,-0.035156,0.000000,
4.665628,0x4B,accel,9.050781,1.101562,-0.171875,
4.666720,0x4A,accel,8.242188,-3.777344,0.164062,
4.668632,0x4B,accel,9.050781,1.101562,-0.097656,
4.669298,0x4A,gyro,-0.015625,-0.035156,0.000000,
4.670523,0x4B,gyro,-0.005859,-0.046875,0.009766,
4.671446,0x4A,accel,8.281250,-3.777344,0.125000,
4.672086,0x4B,accel,9.046875,1.136719,-0.132812,
4.672762,0x4A,accel,8.242188,-3.777344,0.125000,
4.674027,0x4A,gyro,-0.021484,-0.035156,0.001953,
4.674683,0x4B,gyro,-0.007812,-0.050781,0.003906,
4.676406,0x4B,accel,9.046875,1.101562,-0.132812,
4.677019,0x4A,accel,8.242188,-3.777344,0.164062,
4.678820,0x4B,gyro,0.001953,-0.048828,0.005859,
4.679450,0x4A,gyro,-0.019531,-0.039062,0.001953,
4.680452,0x4B,accel,9.046875,1.136719,-0.132812,
4.681522,0x4A,accel,8.281250,-3.777344,0.125000,
4.684014,0x4A,gyro,-0.017578,-0.037109,0.007812,
4.684642,0x4B,gyro,-0.009766,-0.052734,0.007812,
4.685679,0x4A,accel,8.242188,-3.738281,0.085938,
4.686635,0x4B,accel,9.050781,1.136719,-0.171875,
4.688507,0x4A,gyro,-0.009766,-0.041016,0.005859,
4.689150,0x4B,accel,9.085938,1.136719,-0.171875,
4.690191,0x4A,accel,8.242188,-3.777344,0.125000,
4.690843,0x4B,gyro,-0.003906,-0.046875,0.005859,
4.692224,0x4B,accel,9.050781,1.136719,-0.171875,
4.692867,0x4A,accel,8.242188,-3.777344,0.085938,
4.694123,0x4A,gyro,-0.017578,-0.035156,0.005859,
4.694749,0x4B,gyro,-0.001953,-0.050781,0.007812,
4.696637,0x4B,accel,9.085938,1.136719,-0.171875,
4.697272,0x4A,accel,8.285156,-3.816406,0.164062,
4.699113,0x4B,gyro,-0.001953,-0.048828,0.009766,
4.699732,0x4A,gyro,-0.015625,-0.042969,0.009766,
4.700747,0x4B,accel,9.085938,1.136719,-0.171875,
4.701670,0x4A,accel,8.285156,-3.816406,0.125000,
4.703564,0x4B,accel,9.085938,1.136719,-0.171875,
4.704213,0x4A,gyro,-0.017578,-0.037109,0.005859,
4.704858,0x4B,gyro,-0.007812,-0.048828,0.009766,
4.705929,0x4A,accel,8.285156,-3.816406,0.125000,
4.708427,0x4A,gyro,-0.013672,-0.039062,0.007812,
4.709111,0x4B,accel,9.046875,1.136719,-0.132812,
4.710158,0x4A,accel,8.242188,-3.777344,0.125000,
4.711249,0x4B,gyro,-0.001953,-0.046875,0.009766,
4.712484,0x4B,accel,9.085938,1.175781,-0.210938,
4.713095,0x4A,accel,8.281250,-3.777344,0.164062,
4.714334,0x4A,gyro,-0.015625,-0.035156,0.007812,
4.714958,0x4B,gyro,0.001953,-0.048828,0.007812,
4.716754,0x4B,accel,9.050781,1.175781,-0.250000,
4.717365,0x4A,accel,8.285156,-3.816406,0.125000,
4.718583,0x4A,gyro,-0.017578,-0.039062,0.011719,
4.719197,0x4B,gyro,0.000000,-0.050781,0.009766,
4.720827,0x4B,accel,9.089844,1.136719,-0.210938,
4.721775,0x4A,accel,8.285156,-3.816406,0.085938,
4.723657,0x4B,accel,9.085938,1.136719,-0.171875,
4.724318,0x4A,gyro,-0.015625,-0.041016,0.007812,
4.724964,0x4B,gyro,-0.007812,-0.050781,0.007812,
4.726020,0x4A,accel,8.320312,-3.816406,0.085938,
4.727093,0x4B,accel,9.085938,1.136719,-0.171875,
4.729033,0x4A,gyro,-0.023438,-0.039062,0.011719,
4.730276,0x4B,gyro,-0.005859,-0.048828,0.007812,
4.731329,0x4A,accel,8.285156,-3.816406,0.164062,
4.732068,0x4B,accel,9.089844,1.136719,-0.210938,
4.732678,0x4A,accel,8.324219,-3.777344,0.164062,
4.733896,0x4A,gyro,-0.019531,-0.042969,0.009766,
4.736694,0x4B,gyro,-0.003906,-0.056641,0.007812,
4.737306,0x4A,accel,8.281250,-3.777344,0.085938,
4.737917,0x4B,accel,9.085938,1.136719,-0.171875,
4.739145,0x4B,gyro,-0.005859,-0.052734,0.011719,
4.739778,0x4A,gyro,-0.019531,-0.039062,0.011719,
4.740808,0x4B,accel,9.089844,1.136719,-0.210938,
4.741758,0x4A,accel,8.320312,-3.816406,0.085938,
4.742408,0x4B,accel,9.089844,1.136719,-0.250000,
4.744328,0x4A,gyro,-0.019531,-0.042969,0.013672,
4.745379,0x4B,gyro,-0.001953,-0.048828,0.011719,
4.746441,0x4A,accel,8.281250,-3.777344,0.085938,
4.747267,0x4B,accel,9.089844,1.101562,-0.250000,
4.749113,0x4A,gyro,-0.015625,-0.042969,0.013672,
4.749743,0x4B,gyro,-0.005859,-0.050781,0.013672,
4.750754,0x4A,accel,8.285156,-3.816406,0.125000,
4.751526,0x4B,accel,9.128906,1.101562,-0.210938,
4.753379,0x4A,accel,8.363281,-3.816406,0.125000,
4.754999,0x4A,gyro,-0.019531,-0.041016,0.013672,
4.756013,0x4B,gyro,-0.005859,-0.048828,0.015625,
4.756635,0x4A,accel,8.320312,-3.816406,0.125000,
4.757497,0x4B,accel,9.128906,1.101562,-0.210938,
4.759817,0x4A,gyro,-0.017578,-0.041016,0.011719,
4.761064,0x4B,accel,9.089844,1.101562,-0.210938,
4.761823,0x4A,accel,8.320312,-3.816406,0.125000,
4.762471,0x4B,gyro,-0.003906,-0.048828,0.009766,
4.763825,0x4B,accel,9.128906,1.101562,-0.250000,
4.764495,0x4A,gyro,-0.017578,-0.046875,0.013672,
4.765399,0x4B,gyro,-0.003906,-0.046875,0.007812,
4.766495,0x4A,accel,8.363281,-3.816406,0.085938,
4.767301,0x4B,accel,9.128906,1.062500,-0.250000,
4.769168,0x4A,gyro,-0.019531,-0.042969,0.007812,
4.769803,0x4B,gyro,-0.005859,-0.050781,0.007812,
4.770842,0x4A,accel,8.363281,-3.816406,0.085938,
4.771511,0x4B,accel,9.128906,1.101562,-0.250000,
4.773361,0x4A,accel,8.320312,-3.816406,0.085938,
4.774980,0x4A,gyro,-0.015625,-0.039062,0.017578,
4.776092,0x4B,gyro,-0.001953,-0.046875,0.003906,
4.776705,0x4A,accel,8.324219,-3.816406,0.046875,
4.777316,0x4B,accel,9.128906,1.062500,-0.210938,
4.778517,0x4B,accel,9.128906,1.101562,-0.250000,
4.779205,0x4A,gyro,-0.023438,-0.041016,0.013672,
4.780579,0x4B,gyro,0.003906,-0.046875,0.013672,
4.781665,0x4A,accel,8.320312,-3.816406,0.085938,
4.782334,0x4B,accel,9.128906,1.101562,-0.250000,
4.784223,0x4A,gyro,-0.019531,-0.039062,0.011719,
4.784894,0x4B,gyro,-0.001953,-0.048828,0.007812,
4.785927,0x4A,accel,8.363281,-3.777344,0.046875,
4.786982,0x4B,accel,9.128906,1.101562,-0.250000,
4.788807,0x4A,gyro,-0.015625,-0.037109,0.005859,
4.789424,0x4B,gyro,-0.003906,-0.050781,0.009766,
4.790422,0x4A,accel,8.359375,-3.777344,0.085938,
4.791480,0x4B,accel,9.167969,1.136719,-0.289062,
4.793323,0x4A,accel,8.320312,-3.816406,0.085938,
4.794539,0x4A,gyro,-0.023438,-0.037109,0.011719,
4.795173,0x4B,gyro,-0.001953,-0.050781,0.009766,
4.796934,0x4B,accel,9.128906,1.136719,-0.250000,
4.797644,0x4A,accel,8.281250,-3.816406,0.046875,
4.798326,0x4B,accel,9.128906,1.062500,-0.289062,
4.798993,0x4A,gyro,-0.019531,-0.035156,0.011719,
4.799645,0x4B,gyro,0.000000,-0.048828,0.005859,
4.800295,0x4A,accel,8.324219,-3.816406,0.046875,
4.802632,0x4B,accel,9.167969,1.062500,-0.250000,
4.804482,0x4A,gyro,-0.017578,-0.037109,0.011719,
4.805112,0x4B,gyro,-0.003906,-0.044922,0.003906,
4.806153,0x4A,accel,8.324219,-3.816406,0.046875,
4.807222,0x4B,accel,9.128906,1.101562,-0.289062,
4.809048,0x4A,gyro,-0.025391,-0.039062,0.007812,
4.809675,0x4B,gyro,-0.003906,-0.050781,0.003906,
4.810689,0x4A,accel,8.320312,-3.816406,0.085938,
4.811742,0x4B,accel,9.128906,1.101562,-0.289062,
4.813589,0x4A,accel,8.320312,-3.816406,0.085938,
4.815251,0x4A,gyro,-0.021484,-0.039062,0.015625,
4.816394,0x4B,gyro,-0.005859,-0.048828,0.003906,
4.817044,0x4A,accel,8.363281,-3.816406,0.085938,
4.817726,0x4B,accel,9.128906,1.136719,-0.250000,
4.819018,0x4B,accel,9.167969,1.101562,-0.289062,
4.820018,0x4A,gyro,-0.019531,-0.035156,0.007812,
4.820678,0x4B,gyro,-0.005859,-0.046875,0.009766,
4.821784,0x4A,accel,8.320312,-3.777344,0.046875,
4.822466,0x4B,accel,9.128906,1.101562,-0.250000,
4.824341,0x4A,gyro,-0.015625,-0.035156,0.011719,
4.824980,0x4B,gyro,0.000000,-0.046875,0.005859,
4.825978,0x4A,accel,8.320312,-3.816406,0.085938,
4.827041,0x4B,accel,9.089844,1.101562,-0.250000,
4.828857,0x4A,gyro,-0.015625,-0.037109,0.015625,
4.829483,0x4B,gyro,-0.007812,-0.042969,0.005859,
4.830495,0x4A,accel,8.320312,-3.777344,0.046875,
4.831565,0x4B,accel,9.089844,1.136719,-0.289062,
4.833378,0x4A,accel,8.363281,-3.816406,0.085938,
4.833986,0x4B,accel,9.128906,1.136719,-0.289062,
4.834621,0x4A,gyro,-0.015625,-0.039062,0.013672,
4.835259,0x4B,gyro,-0.007812,-0.046875,0.003906,
4.837416,0x4B,accel,9.164062,1.136719,-0.324219,
4.838056,0x4A,accel,8.363281,-3.816406,0.085938,
4.839327,0x4A,gyro,-0.017578,-0.035156,0.011719,
4.839974,0x4B,gyro,-0.007812,-0.044922,0.003906,
4.841190,0x4A,accel,8.320312,-3.816406,0.085938,
4.842252,0x4B,accel,9.167969,1.101562,-0.289062,
4.844126,0x4A,gyro,-0.015625,-0.035156,0.011719,
4.844746,0x4B,gyro,-0.003906,-0.039062,0.005859,
4.845750,0x4A,accel,8.363281,-3.816406,0.085938,
4.846783,0x4B,accel,9.128906,1.101562,-0.210938,
4.849203,0x4B,gyro,-0.005859,-0.039062,0.007812,
4.849828,0x4A,gyro,-0.017578,-0.037109,0.019531,
4.850909,0x4B,accel,9.128906,1.136719,-0.289062,
4.851885,0x4A,accel,8.363281,-3.816406,0.085938,
4.854377,0x4A,accel,8.363281,-3.777344,0.046875,
4.855013,0x4B,gyro,-0.007812,-0.046875,0.007812,
4.855888,0x4A,gyro,-0.017578,-0.035156,0.011719,
4.856532,0x4B,accel,9.167969,1.136719,-0.289062,
4.857187,0x4A,accel,8.359375,-3.816406,0.046875,
4.857839,0x4B,accel,9.167969,1.101562,-0.289062,
4.859743,0x4A,gyro,-0.015625,-0.031250,0.017578,
4.861017,0x4B,gyro,-0.007812,-0.042969,0.009766,
4.861974,0x4A,accel,8.363281,-3.816406,0.085938,
4.862613,0x4B,accel,9.089844,1.101562,-0.289062,
4.864521,0x4A,gyro,-0.017578,-0.029297,0.019531,
4.865159,0x4B,gyro,-0.007812,-0.046875,0.007812,
4.866187,0x4A,accel,8.398438,-3.816406,0.046875,
4.867235,0x4B,accel,9.128906,1.101562,-0.289062,
4.869047,0x4A,gyro,-0.017578,-0.035156,0.019531,
4.890146,0x4B,gyro,-0.007812,-0.039062,0.000000,
4.891547,0x4A,accel,8.363281,-3.816406,0.085938,
4.892217,0x4B,accel,9.128906,1.023438,-0.324219,
4.895304,0x4A,accel,8.363281,-3.816406,0.007812,
4.895308,0x4A,gyro,-0.019531,-0.033203,0.025391,
4.895312,0x4A,accel,8.359375,-3.816406,0.046875,
4.895316,0x4A,gyro,-0.015625,-0.031250,0.015625,
4.895319,0x4A,accel,8.359375,-3.816406,0.046875,
4.895322,0x4A,gyro,-0.013672,-0.029297,0.021484,
4.895326,0x4A,accel,8.359375,-3.816406,0.046875,
4.895380,0x4A,gyro,-0.017578,-0.031250,0.017578,
4.895405,0x4A,accel,8.398438,-3.816406,0.046875,
4.899146,0x4B,accel,9.164062,1.062500,-0.324219,
4.899151,0x4B,gyro,-0.003906,-0.041016,0.003906,
4.899154,0x4B,accel,9.203125,1.062500,-0.324219,
4.899158,0x4B,gyro,-0.007812,-0.039062,-0.001953,
4.899161,0x4B,accel,9.164062,1.023438,-0.289062,
4.899165,0x4B,gyro,-0.005859,-0.039062,-0.005859,
4.899168,0x4B,accel,9.164062,1.062500,-0.324219,
4.899172,0x4B,accel,9.128906,1.062500,-0.289062,
4.899175,0x4B,gyro,-0.003906,-0.037109,-0.003906,
4.899182,0x4B,accel,9.167969,1.101562,-0.289062,
4.900466,0x4A,accel,8.398438,-3.777344,0.007812,
4.900473,0x4A,gyro,-0.011719,-0.031250,0.029297,
4.902292,0x4B,gyro,-0.001953,-0.037109,0.000000,
4.902300,0x4B,accel,9.167969,1.136719,-0.289062,
4.902306,0x4B,gyro,0.003906,-0.039062,-0.015625,
4.903724,0x4A,accel,8.398438,-3.777344,0.007812,
4.903731,0x4A,gyro,-0.011719,-0.027344,0.035156,
4.903737,0x4A,accel,8.402344,-3.816406,0.007812,
4.904387,0x4B,accel,9.125000,1.136719,-0.324219,
4.905040,0x4A,gyro,-0.005859,-0.031250,0.037109,
4.906583,0x4B,gyro,-0.001953,-0.042969,-0.009766,
4.906590,0x4B,accel,9.167969,1.136719,-0.363281,
4.907244,0x4A,accel,8.320312,-3.777344,0.046875,
4.907886,0x4B,accel,9.089844,1.136719,-0.363281,
4.909774,0x4A,gyro,-0.007812,-0.025391,0.035156,
4.910823,0x4B,gyro,-0.007812,-0.044922,-0.009766,
4.911875,0x4A,accel,8.324219,-3.777344,0.085938,
4.912515,0x4B,accel,9.089844,1.175781,-0.324219,
4.914326,0x4A,accel,8.359375,-3.777344,0.125000,
4.914940,0x4B,gyro,-0.009766,-0.035156,-0.007812,
4.916002,0x4A,gyro,-0.013672,-0.029297,0.044922,
4.917055,0x4B,accel,9.089844,1.136719,-0.289062,
4.917664,0x4A,accel,8.398438,-3.777344,0.085938,
4.918887,0x4A,gyro,-0.011719,-0.027344,0.042969,
4.919510,0x4B,gyro,-0.009766,-0.037109,-0.017578,
4.921201,0x4B,accel,9.089844,1.062500,-0.250000,
4.922082,0x4A,accel,8.324219,-3.738281,-0.027344,
4.923972,0x4B,accel,9.125000,1.023438,-0.250000,
4.924628,0x4A,gyro,-0.011719,-0.037109,0.052734,
4.925270,0x4B,gyro,-0.001953,-0.037109,-0.011719,
4.926339,0x4A,accel,8.324219,-3.816406,0.046875,
4.928246,0x4B,accel,9.164062,0.984375,-0.210938,
