t_s,imu,report,x,y,z,w
5.122470,0x4A,gyro,0.005859,0.007812,-0.011719,
5.122478,0x4A,quat,-0.176941,-0.716309,0.148010,0.658569
5.123128,0x4B,accel,9.351562,0.640625,-1.207031,
5.123792,0x4A,accel,8.363281,-4.199219,-0.871094,
5.125297,0x4B,accel,9.316406,0.601562,-1.207031,
5.125304,0x4B,gyro,-0.001953,0.013672,-0.013672,
5.125312,0x4B,quat,0.028015,-0.749634,-0.022522,0.660889
5.126969,0x4A,gyro,0.003906,0.011719,-0.011719,
5.126977,0x4A,quat,-0.176941,-0.716309,0.148010,0.658569
5.127635,0x4B,accel,9.355469,0.601562,-1.246094,
5.128284,0x4A,accel,8.363281,-4.199219,-0.832031,
5.130222,0x4B,gyro,-0.005859,0.013672,-0.013672,
5.130230,0x4B,quat,0.028015,-0.749634,-0.022522,0.660889
5.130904,0x4A,gyro,0.005859,0.017578,-0.007812,
5.131565,0x4B,accel,9.277344,0.640625,-1.246094,
5.132744,0x4A,quat,-0.176880,-0.716248,0.148010,0.658630
5.132752,0x4A,accel,8.324219,-4.199219,-0.796875,
5.133397,0x4B,gyro,-0.003906,0.011719,-0.011719,
5.134038,0x4A,accel,8.363281,-4.199219,-0.832031,
5.135581,0x4B,quat,0.028076,-0.749634,-0.022583,0.660889
5.137535,0x4A,gyro,0.003906,0.009766,-0.009766,
5.137543,0x4A,quat,-0.176880,-0.716248,0.148010,0.658630
5.138185,0x4B,accel,9.351562,0.679688,-1.246094,
5.138846,0x4A,accel,8.359375,-4.160156,-0.832031,
5.140681,0x4B,accel,9.351562,0.679688,-1.285156,
5.140689,0x4B,gyro,0.001953,0.015625,-0.011719,
5.140696,0x4B,quat,0.028076,-0.749573,-0.022583,0.660889
5.142650,0x4A,gyro,0.005859,0.011719,-0.005859,
5.142658,0x4A,quat,-0.176880,-0.716248,0.148010,0.658630
5.143312,0x4B,accel,9.312500,0.640625,-1.207031,
5.143963,0x4A,accel,8.363281,-4.199219,-0.832031,
5.145153,0x4B,gyro,0.001953,0.015625,-0.017578,
5.145161,0x4B,quat,0.028076,-0.749573,-0.022583,0.660950
5.146994,0x4A,gyro,0.009766,0.015625,-0.007812,
5.147002,0x4A,quat,-0.176880,-0.716187,0.148010,0.658691
5.147648,0x4B,accel,9.312500,0.679688,-1.207031,
5.148288,0x4A,accel,8.359375,-4.160156,-0.832031,
5.149484,0x4B,gyro,-0.003906,0.015625,-0.015625,
5.149491,0x4B,quat,0.028137,-0.749573,-0.022644,0.660950
5.150159,0x4A,gyro,0.003906,0.011719,-0.013672,
5.151005,0x4B,accel,9.351562,0.640625,-1.207031,
5.152044,0x4A,quat,-0.176819,-0.716187,0.147949,0.658691
5.153779,0x4A,accel,8.320312,-4.199219,-0.832031,
5.153786,0x4A,accel,8.320312,-4.199219,-0.832031,
5.154448,0x4B,gyro,-0.007812,0.015625,-0.017578,
5.155650,0x4A,gyro,0.003906,0.013672,-0.005859,
5.155658,0x4A,quat,-0.176819,-0.716187,0.147949,0.658752
5.156879,0x4B,quat,0.028137,-0.749512,-0.022644,0.660950
5.156886,0x4B,accel,9.351562,0.640625,-1.207031,
5.157527,0x4A,accel,8.324219,-4.199219,-0.796875,
5.158176,0x4B,accel,9.312500,0.679688,-1.207031,
5.159963,0x4B,gyro,-0.007812,0.017578,-0.011719,
5.159971,0x4B,quat,0.028137,-0.749512,-0.022705,0.661011
5.160626,0x4A,gyro,0.005859,0.015625,-0.009766,
5.161271,0x4B,accel,9.312500,0.679688,-1.207031,
5.162940,0x4A,quat,-0.176819,-0.716125,0.147949,0.658752
5.162947,0x4A,accel,8.359375,-4.160156,-0.832031,
5.163584,0x4B,gyro,-0.001953,0.021484,-0.017578,
5.165140,0x4B,quat,0.028198,-0.749512,-0.022705,0.661011
5.165783,0x4A,gyro,0.009766,0.017578,-0.009766,
5.166422,0x4B,accel,9.312500,0.679688,-1.246094,
5.167757,0x4A,quat,-0.176758,-0.716125,0.147949,0.658813
5.167763,0x4A,accel,8.320312,-4.199219,-0.832031,
5.168432,0x4B,gyro,0.000000,0.021484,-0.015625,
5.170457,0x4B,quat,0.028198,-0.749451,-0.022705,0.661072
5.171113,0x4A,gyro,0.003906,0.013672,-0.005859,
5.171753,0x4B,accel,9.312500,0.640625,-1.207031,
5.172946,0x4A,quat,-0.176758,-0.716064,0.147949,0.658875
5.172953,0x4A,accel,8.363281,-4.199219,-0.832031,
5.173609,0x4B,gyro,-0.001953,0.017578,-0.019531,
5.174291,0x4A,accel,8.320312,-4.199219,-0.832031,
5.175874,0x4B,quat,0.028259,-0.749451,-0.022766,0.661072
5.175881,0x4B,accel,9.351562,0.640625,-1.207031,
5.177751,0x4A,gyro,0.003906,0.009766,-0.011719,
5.177759,0x4A,quat,-0.176758,-0.716064,0.147949,0.658875
5.178413,0x4B,accel,9.316406,0.601562,-1.207031,
5.179059,0x4A,accel,8.359375,-4.160156,-0.832031,
5.180287,0x4B,gyro,-0.009766,0.017578,-0.017578,
5.180295,0x4B,quat,0.028259,-0.749451,-0.022766,0.661072
5.182454,0x4A,gyro,-0.001953,0.015625,-0.009766,
5.182462,0x4A,quat,-0.176758,-0.716064,0.147888,0.658875
5.183111,0x4B,accel,9.312500,0.640625,-1.167969,
5.183759,0x4A,accel,8.320312,-4.199219,-0.832031,
5.185799,0x4B,gyro,-0.005859,0.017578,-0.021484,
5.185810,0x4B,quat,0.028259,-0.749390,-0.022827,0.661133
5.187340,0x4A,gyro,0.007812,0.015625,-0.007812,
5.187348,0x4A,quat,-0.176697,-0.716064,0.147888,0.658936
5.188006,0x4B,accel,9.351562,0.640625,-1.167969,
5.188658,0x4A,accel,8.320312,-4.160156,-0.796875,
5.189863,0x4B,gyro,-0.003906,0.025391,-0.019531,
5.189871,0x4B,quat,0.028320,-0.749390,-0.022827,0.661133
5.190538,0x4A,gyro,0.001953,0.009766,-0.015625,
5.191348,0x4B,accel,9.316406,0.718750,-1.167969,
5.192533,0x4A,quat,-0.176697,-0.716003,0.147888,0.658936
5.192543,0x4A,accel,8.324219,-4.160156,-0.832031,
5.193229,0x4B,accel,9.316406,0.718750,-1.167969,
5.193888,0x4A,accel,8.320312,-4.199219,-0.832031,
5.194547,0x4B,gyro,-0.007812,0.019531,-0.017578,
5.195724,0x4A,gyro,0.000000,0.015625,-0.011719,
5.195732,0x4A,quat,-0.176697,-0.716003,0.147888,0.658936
5.196631,0x4B,quat,0.028320,-0.749329,-0.022888,0.661194
5.197284,0x4A,accel,8.320312,-4.199219,-0.832031,
5.197929,0x4B,accel,9.316406,0.753906,-1.167969,
5.199731,0x4B,gyro,-0.009766,0.021484,-0.017578,
5.199742,0x4B,quat,0.028320,-0.749329,-0.022888,0.661194
5.200415,0x4A,gyro,0.009766,0.013672,-0.013672,
5.201190,0x4B,accel,9.316406,0.753906,-1.207031,
5.202862,0x4A,quat,-0.176636,-0.716003,0.147827,0.658997
5.202869,0x4A,accel,8.359375,-4.199219,-0.796875,
5.204768,0x4B,gyro,-0.011719,0.017578,-0.017578,
5.205416,0x4A,gyro,0.000000,0.013672,-0.009766,
5.206400,0x4B,quat,0.028320,-0.749268,-0.022949,0.661255
5.207991,0x4A,quat,-0.176636,-0.716003,0.147827,0.658997
5.207997,0x4A,accel,8.324219,-4.160156,-0.832031,
5.208646,0x4B,accel,9.355469,0.718750,-1.246094,
5.211183,0x4B,gyro,-0.011719,0.025391,-0.013672,
5.211191,0x4B,quat,0.028320,-0.749268,-0.023010,0.661255
5.211198,0x4B,accel,9.351562,0.679688,-1.207031,
5.211859,0x4A,gyro,0.001953,0.011719,-0.013672,
5.212506,0x4B,accel,9.351562,0.679688,-1.246094,
5.213695,0x4A,quat,-0.176636,-0.715942,0.147827,0.659058
5.213708,0x4A,accel,8.363281,-4.121094,-0.796875,
5.215000,0x4B,gyro,-0.013672,0.021484,-0.017578,
5.215651,0x4A,accel,8.359375,-4.160156,-0.871094,
5.216559,0x4B,quat,0.028320,-0.749207,-0.023010,0.661316
5.218224,0x4A,gyro,0.003906,0.013672,-0.011719,
5.218232,0x4A,quat,-0.176636,-0.715942,0.147766,0.659058
5.218238,0x4A,accel,8.363281,-4.199219,-0.871094,
5.218893,0x4B,accel,9.351562,0.640625,-1.285156,
5.219545,0x4A,gyro,0.003906,0.017578,-0.011719,
5.221323,0x4B,gyro,0.000000,0.023438,-0.015625,
5.221332,0x4B,quat,0.028381,-0.749207,-0.023071,0.661316
5.221339,0x4B,accel,9.394531,0.640625,-1.207031,
5.222646,0x4A,quat,-0.176575,-0.715942,0.147766,0.659119
5.223303,0x4B,gyro,-0.001953,0.027344,-0.013672,
5.223952,0x4A,accel,8.320312,-4.199219,-0.832031,
5.224869,0x4B,quat,0.028381,-0.749146,-0.023071,0.661377
5.225532,0x4A,gyro,0.007812,0.017578,-0.013672,
5.226319,0x4B,accel,9.351562,0.679688,-1.207031,
5.227518,0x4A,quat,-0.176575,-0.715881,0.147766,0.659119
5.227525,0x4A,accel,8.324219,-4.199219,-0.796875,
5.228167,0x4B,accel,9.351562,0.679688,-1.246094,
5.229416,0x4B,gyro,-0.005859,0.023438,-0.015625,
5.230060,0x4A,gyro,0.001953,0.017578,-0.007812,
5.231360,0x4B,quat,0.028381,-0.749146,-0.023132,0.661377
5.232563,0x4A,quat,-0.176575,-0.715881,0.147766,0.659180
5.232570,0x4A,accel,8.363281,-4.160156,-0.796875,
5.233225,0x4B,accel,9.316406,0.718750,-1.167969,
5.233877,0x4A,accel,8.359375,-4.199219,-0.796875,
5.235073,0x4B,gyro,-0.007812,0.025391,-0.015625,
5.235081,0x4B,quat,0.028442,-0.749084,-0.023132,0.661438
5.236296,0x4A,gyro,0.009766,0.017578,-0.011719,
5.236304,0x4A,quat,-0.176514,-0.715881,0.147705,0.659180
5.236947,0x4B,accel,9.316406,0.753906,-1.167969,
5.237589,0x4A,accel,8.324219,-4.160156,-0.832031,
5.238232,0x4B,gyro,0.005859,0.025391,-0.007812,
5.238890,0x4A,gyro,0.005859,0.017578,-0.009766,
5.240677,0x4B,quat,0.028442,-0.749084,-0.023132,0.661499
5.242331,0x4A,quat,-0.176514,-0.715820,0.147705,0.659241
5.243000,0x4B,accel,9.273438,0.792969,-1.128906,
5.243675,0x4A,accel,8.324219,-4.160156,-0.832031,
5.244876,0x4B,gyro,-0.001953,0.023438,-0.017578,
5.244884,0x4B,quat,0.028442,-0.749023,-0.023132,0.661499
5.245555,0x4A,gyro,0.003906,0.019531,-0.009766,
5.246340,0x4B,accel,9.273438,0.832031,-1.167969,
5.247581,0x4A,quat,-0.176514,-0.715820,0.147705,0.659302
5.247588,0x4A,accel,8.324219,-4.121094,-0.718750,
5.248239,0x4B,accel,9.316406,0.910156,-1.093750,
5.249530,0x4B,gyro,-0.001953,0.023438,-0.011719,
5.250180,0x4A,gyro,0.009766,0.017578,-0.003906,
5.252118,0x4B,quat,0.028503,-0.749023,-0.023193,0.661560
5.253304,0x4A,quat,-0.176514,-0.715759,0.147705,0.659302
5.253311,0x4A,accel,8.363281,-4.121094,-0.796875,
5.253957,0x4B,accel,9.273438,0.871094,-1.093750,
5.254605,0x4A,accel,8.359375,-4.160156,-0.832031,
5.255811,0x4B,gyro,-0.007812,0.027344,-0.001953,
5.255819,0x4B,quat,0.028503,-0.748962,-0.023193,0.661621
5.257748,0x4A,gyro,0.001953,0.013672,-0.001953,
5.257756,0x4A,quat,-0.176514,-0.715759,0.147705,0.659302
5.258403,0x4B,accel,9.234375,0.910156,-1.128906,
5.259073,0x4A,accel,8.324219,-4.160156,-0.757812,
5.260976,0x4B,gyro,-0.015625,0.021484,-0.003906,
5.260984,0x4B,quat,0.028442,-0.748962,-0.023193,0.661621
5.262952,0x4A,gyro,0.001953,0.011719,0.003906,
5.262960,0x4A,quat,-0.176514,-0.715759,0.147705,0.659363
5.263603,0x4B,accel,9.277344,0.871094,-1.054688,
5.264261,0x4A,accel,8.320312,-4.121094,-0.796875,
5.265475,0x4B,gyro,-0.017578,0.021484,0.000000,
5.265482,0x4B,quat,0.028442,-0.748901,-0.023254,0.661682
5.267779,0x4A,gyro,0.001953,0.009766,0.001953,
5.267787,0x4A,quat,-0.176514,-0.715698,0.147705,0.659363
5.268444,0x4B,accel,9.312500,0.832031,-1.054688,
5.269103,0x4A,accel,8.320312,-4.160156,-0.796875,
5.270700,0x4B,accel,9.316406,0.753906,-1.093750,
5.270707,0x4B,gyro,-0.015625,0.023438,0.003906,
5.270714,0x4B,quat,0.028442,-0.748901,-0.023254,0.661682
5.271990,0x4A,gyro,0.000000,0.009766,0.005859,
5.271998,0x4A,quat,-0.176514,-0.715698,0.147705,0.659363
5.272669,0x4B,accel,9.394531,0.679688,-1.128906,
5.273314,0x4A,accel,8.324219,-4.160156,-0.832031,
5.274500,0x4B,gyro,-0.019531,0.017578,0.005859,
5.274507,0x4B,quat,0.028381,-0.748840,-0.023254,0.661743
5.275165,0x4A,accel,8.359375,-4.199219,-0.796875,
5.276227,0x4B,accel,9.351562,0.640625,-1.128906,
5.278252,0x4A,gyro,-0.003906,0.007812,0.005859,
5.278259,0x4A,quat,-0.176575,-0.715698,0.147766,0.659363
5.278266,0x4A,accel,8.359375,-4.199219,-0.796875,
5.278908,0x4B,gyro,-0.021484,0.017578,0.009766,
5.281068,0x4B,quat,0.028320,-0.748840,-0.023315,0.661743
5.282122,0x4A,gyro,0.009766,0.011719,0.007812,
5.282780,0x4B,accel,9.355469,0.601562,-1.128906,
5.283951,0x4A,quat,-0.176575,-0.715637,0.147766,0.659424
5.283958,0x4A,accel,8.363281,-4.199219,-0.832031,
5.284608,0x4B,gyro,-0.003906,0.013672,0.003906,
5.285247,0x4A,gyro,0.005859,0.007812,0.003906,
5.286702,0x4B,quat,0.028259,-0.748779,-0.023315,0.661804
5.286709,0x4B,accel,9.390625,0.562500,-1.128906,
5.287843,0x4A,quat,-0.176575,-0.715637,0.147766,0.659424
5.288484,0x4B,accel,9.355469,0.601562,-1.167969,
5.289128,0x4A,accel,8.363281,-4.199219,-0.832031,
5.290300,0x4B,gyro,0.000000,0.017578,0.005859,
5.290319,0x4B,quat,0.028259,-0.748779,-0.023315,0.661804
5.291520,0x4A,gyro,0.003906,0.009766,0.003906,
5.291527,0x4A,quat,-0.176575,-0.715637,0.147766,0.659424
5.292170,0x4B,accel,9.351562,0.640625,-1.207031,
5.292822,0x4A,accel,8.320312,-4.199219,-0.832031,
5.293465,0x4B,gyro,0.001953,0.021484,-0.001953,
5.294127,0x4A,accel,8.324219,-4.160156,-0.832031,
5.295796,0x4B,quat,0.028259,-0.748779,-0.023315,0.661804
5.297876,0x4A,gyro,0.007812,0.013672,-0.003906,
5.297884,0x4A,quat,-0.176575,-0.715637,0.147827,0.659424
5.298527,0x4B,accel,9.355469,0.718750,-1.128906,
5.299179,0x4A,accel,8.359375,-4.199219,-0.796875,
5.300994,0x4B,gyro,0.009766,0.017578,0.005859,
5.301017,0x4B,quat,0.028259,-0.748718,-0.023254,0.661865
5.302921,0x4A,gyro,0.009766,0.009766,0.003906,
5.302929,0x4A,quat,-0.176575,-0.715576,0.147827,0.659485
5.303570,0x4B,accel,9.316406,0.753906,-1.128906,
5.304223,0x4A,accel,8.320312,-4.160156,-0.796875,
5.305842,0x4B,gyro,0.011719,0.019531,0.003906,
5.305849,0x4B,quat,0.028320,-0.748718,-0.023254,0.661865
5.307947,0x4A,gyro,0.007812,0.009766,0.007812,
5.307955,0x4A,quat,-0.176575,-0.715576,0.147827,0.659485
5.309099,0x4B,accel,9.316406,0.792969,-1.093750,
5.309106,0x4B,accel,9.316406,0.871094,-1.093750,
5.309744,0x4A,accel,8.320312,-4.160156,-0.796875,
5.311618,0x4B,gyro,0.003906,0.013672,0.005859,
5.311636,0x4B,quat,0.028320,-0.748718,-0.023254,0.661926
5.311644,0x4B,accel,9.316406,0.871094,-1.093750,
5.312945,0x4A,gyro,0.005859,0.009766,0.003906,
5.312963,0x4A,quat,-0.176575,-0.715515,0.147888,0.659485
5.313662,0x4B,gyro,0.001953,0.015625,0.005859,
5.314829,0x4A,accel,8.320312,-4.160156,-0.796875,
5.314838,0x4A,accel,8.324219,-4.160156,-0.832031,
5.316554,0x4B,quat,0.028320,-0.748657,-0.023193,0.661926
5.318054,0x4A,gyro,0.003906,0.007812,0.005859,
5.318062,0x4A,quat,-0.176575,-0.715515,0.147888,0.659546
5.318710,0x4B,accel,9.312500,0.910156,-1.054688,
5.319367,0x4A,accel,8.359375,-4.160156,-0.757812,
5.321113,0x4B,gyro,0.005859,0.013672,0.019531,
5.321124,0x4B,quat,0.028259,-0.748657,-0.023193,0.661926
5.323034,0x4A,gyro,0.003906,0.005859,0.013672,
5.323042,0x4A,quat,-0.176636,-0.715515,0.147888,0.659546
5.323703,0x4B,accel,9.277344,0.871094,-1.015625,
5.324363,0x4A,accel,8.359375,-4.160156,-0.757812,
5.325856,0x4B,accel,9.277344,0.832031,-1.054688,
5.325863,0x4B,gyro,0.001953,0.011719,0.017578,
5.325871,0x4B,quat,0.028259,-0.748657,-0.023132,0.661987
5.327995,0x4A,gyro,0.003906,0.000000,0.017578,
5.328003,0x4A,quat,-0.176636,-0.715515,0.147949,0.659546
5.328654,0x4B,accel,9.312500,0.792969,-1.015625,
5.329329,0x4A,accel,8.359375,-4.160156,-0.757812,
5.331018,0x4B,gyro,0.003906,0.007812,0.021484,
5.331026,0x4B,quat,0.028198,-0.748657,-0.023132,0.661987
5.332240,0x4A,gyro,0.007812,0.007812,0.009766,
5.332247,0x4A,quat,-0.176697,-0.715454,0.148010,0.659546
5.332908,0x4B,accel,9.312500,0.718750,-1.054688,
5.333553,0x4A,accel,8.324219,-4.160156,-0.757812,
5.334738,0x4B,gyro,0.009766,0.011719,0.021484,
5.334746,0x4B,quat,0.028198,-0.748596,-0.023071,0.661987
5.335392,0x4A,accel,8.363281,-4.199219,-0.757812,
5.336429,0x4B,accel,9.355469,0.718750,-1.128906,
5.338404,0x4A,gyro,0.003906,0.003906,0.019531,
5.338415,0x4A,quat,-0.176697,-0.715454,0.148010,0.659546
5.338423,0x4A,accel,8.324219,-4.160156,-0.832031,
5.339098,0x4B,gyro,0.009766,0.003906,0.021484,
5.339761,0x4A,gyro,0.011719,0.003906,0.013672,
5.341050,0x4B,quat,0.028198,-0.748596,-0.023010,0.661987
5.342655,0x4A,quat,-0.176697,-0.715454,0.148071,0.659546
5.343296,0x4B,accel,9.355469,0.718750,-1.128906,
5.343940,0x4A,accel,8.320312,-4.160156,-0.796875,
5.344577,0x4B,accel,9.351562,0.679688,-1.128906,
5.345214,0x4A,gyro,0.005859,0.003906,0.017578,
5.346410,0x4B,gyro,0.013672,0.007812,0.019531,
5.346418,0x4B,quat,0.028198,-0.748596,-0.022949,0.661987
5.347817,0x4A,quat,-0.176758,-0.715393,0.148132,0.659546
5.348467,0x4B,accel,9.312500,0.679688,-1.128906,
5.349111,0x4A,accel,8.324219,-4.199219,-0.796875,
5.350317,0x4B,gyro,0.013672,0.001953,0.023438,
5.350325,0x4B,quat,0.028137,-0.748596,-0.022888,0.662048
5.350997,0x4A,gyro,0.005859,0.000000,0.015625,
5.351730,0x4B,accel,9.312500,0.679688,-1.093750,
5.352641,0x4A,quat,-0.176758,-0.715393,0.148132,0.659546
5.354390,0x4A,accel,8.359375,-4.199219,-0.796875,
5.354397,0x4A,accel,8.320312,-4.160156,-0.796875,
5.355043,0x4B,gyro,0.021484,0.011719,0.021484,
5.356238,0x4A,gyro,0.011719,0.003906,0.019531,
5.356246,0x4A,quat,-0.176758,-0.715393,0.148193,0.659546
5.357447,0x4B,quat,0.028137,-0.748596,-0.022827,0.662048
5.357469,0x4B,accel,9.312500,0.679688,-1.093750,
5.358111,0x4A,accel,8.363281,-4.160156,-0.796875,
5.358758,0x4B,accel,9.273438,0.718750,-1.093750,
5.359394,0x4A,gyro,0.007812,0.003906,0.019531,
5.360600,0x4B,gyro,0.027344,0.003906,0.025391,
5.360608,0x4B,quat,0.028137,-0.748596,-0.022766,0.662048
5.361944,0x4A,quat,-0.176819,-0.715393,0.148254,0.659546
5.362585,0x4B,accel,9.312500,0.753906,-1.054688,
5.363242,0x4A,accel,8.320312,-4.160156,-0.796875,
5.363896,0x4B,gyro,0.023438,0.001953,0.023438,
5.364538,0x4A,gyro,0.015625,0.003906,0.023438,
5.365439,0x4B,quat,0.028137,-0.748596,-0.022705,0.662048
5.367003,0x4A,quat,-0.176819,-0.715332,0.148315,0.659546
5.367666,0x4B,accel,9.273438,0.792969,-1.093750,
5.368314,0x4A,accel,8.320312,-4.160156,-0.796875,
5.369507,0x4B,gyro,0.027344,0.009766,0.027344,
5.369515,0x4B,quat,0.028137,-0.748596,-0.022583,0.662048
5.370157,0x4A,gyro,0.009766,0.003906,0.023438,
5.371237,0x4B,accel,9.273438,0.871094,-1.128906,
5.372427,0x4A,quat,-0.176819,-0.715332,0.148376,0.659546
5.374191,0x4A,accel,8.324219,-4.160156,-0.832031,
5.374198,0x4A,accel,8.320312,-4.160156,-0.796875,
5.375492,0x4B,gyro,0.025391,0.001953,0.031250,
5.377266,0x4A,gyro,0.005859,-0.001953,0.027344,
5.377274,0x4A,quat,-0.176880,-0.715332,0.148438,0.659546
5.378445,0x4B,quat,0.028137,-0.748596,-0.022522,0.662048
5.378452,0x4B,accel,9.273438,0.832031,-1.128906,
5.379131,0x4A,accel,8.324219,-4.160156,-0.757812,
5.381117,0x4B,accel,9.273438,0.832031,-1.093750,
5.381124,0x4B,gyro,0.019531,0.000000,0.033203,
5.381131,0x4B,quat,0.028137,-0.748596,-0.022400,0.662048
5.383051,0x4A,gyro,0.005859,-0.001953,0.023438,
5.383058,0x4A,quat,-0.176941,-0.715271,0.148499,0.659546
5.383726,0x4B,accel,9.316406,0.832031,-1.093750,
5.384384,0x4A,accel,8.363281,-4.160156,-0.796875,
5.385583,0x4B,gyro,0.007812,-0.001953,0.035156,
5.385590,0x4B,quat,0.028137,-0.748596,-0.022339,0.662048
5.387946,0x4A,gyro,0.003906,-0.005859,0.021484,
5.387954,0x4A,quat,-0.176941,-0.715271,0.148560,0.659546
5.388606,0x4B,accel,9.273438,0.792969,-1.128906,
5.389262,0x4A,accel,8.324219,-4.160156,-0.832031,
5.391064,0x4B,gyro,0.009766,0.003906,0.039062,
5.391072,0x4B,quat,0.028076,-0.748596,-0.022278,0.662048
5.392289,0x4A,gyro,0.005859,-0.001953,0.035156,
5.392296,0x4A,quat,-0.177002,-0.715271,0.148621,0.659485
5.392948,0x4B,accel,9.273438,0.753906,-1.093750,
5.394080,0x4A,accel,8.281250,-4.199219,-0.796875,
5.394086,0x4A,accel,8.324219,-4.199219,-0.796875,
5.396050,0x4B,gyro,0.013672,-0.001953,0.041016,
5.396058,0x4B,quat,0.028015,-0.748596,-0.022217,0.662048
5.397998,0x4A,gyro,0.007812,-0.005859,0.027344,
5.398005,0x4A,quat,-0.177063,-0.715271,0.148682,0.659485
5.399158,0x4B,accel,9.273438,0.718750,-1.128906,
5.399165,0x4B,accel,9.351562,0.640625,-1.128906,
5.399801,0x4A,accel,8.320312,-4.199219,-0.757812,
5.401649,0x4B,gyro,0.007812,0.000000,0.039062,
5.401657,0x4B,quat,0.027954,-0.748596,-0.022156,0.662048
5.403168,0x4A,gyro,0.005859,-0.003906,0.029297,
5.403176,0x4A,quat,-0.177063,-0.715271,0.148743,0.659485
5.403828,0x4B,accel,9.312500,0.640625,-1.167969,
5.404482,0x4A,accel,8.320312,-4.199219,-0.832031,
5.405678,0x4B,gyro,0.017578,0.001953,0.039062,
5.405686,0x4B,quat,0.027954,-0.748596,-0.022034,0.662048
5.408130,0x4A,gyro,0.007812,-0.003906,0.027344,
5.408138,0x4A,quat,-0.177124,-0.715271,0.148804,0.659485
5.408790,0x4B,accel,9.316406,0.562500,-1.207031,
5.409461,0x4A,accel,8.281250,-4.199219,-0.796875,
5.411107,0x4B,gyro,0.015625,0.000000,0.044922,
5.411114,0x4B,quat,0.027893,-0.748596,-0.021973,0.662048
5.412311,0x4A,gyro,0.005859,-0.003906,0.025391,
5.412319,0x4A,quat,-0.177185,-0.715271,0.148865,0.659424
5.412974,0x4B,accel,9.316406,0.562500,-1.207031,
5.413612,0x4A,accel,8.285156,-4.199219,-0.832031,
5.414808,0x4B,gyro,0.023438,-0.001953,0.037109,
5.414816,0x4B,quat,0.027832,-0.748596,-0.021851,0.662048
5.415467,0x4A,accel,8.281250,-4.199219,-0.796875,
5.416780,0x4B,accel,9.316406,0.562500,-1.207031,
5.418204,0x4A,gyro,0.007812,0.000000,0.021484,
5.418212,0x4A,quat,-0.177185,-0.715210,0.148926,0.659424
5.418885,0x4B,accel,9.316406,0.562500,-1.207031,
5.419530,0x4A,accel,8.320312,-4.199219,-0.832031,
5.420761,0x4B,gyro,0.023438,0.000000,0.033203,
5.420768,0x4B,quat,0.027832,-0.748596,-0.021790,0.662048
5.422891,0x4A,gyro,0.013672,-0.005859,0.029297,
5.422899,0x4A,quat,-0.177246,-0.715210,0.148987,0.659424
5.423551,0x4B,accel,9.312500,0.640625,-1.246094,
5.424204,0x4A,accel,8.281250,-4.160156,-0.757812,
5.425401,0x4B,gyro,0.021484,0.001953,0.039062,
5.425409,0x4B,quat,0.027832,-0.748596,-0.021667,0.662109
5.427346,0x4A,gyro,0.003906,-0.003906,0.017578,
5.427363,0x4A,quat,-0.177246,-0.715210,0.149048,0.659424
5.428010,0x4B,accel,9.550781,0.679688,-1.285156,
5.428655,0x4A,accel,8.359375,-4.351562,-0.871094,
5.429296,0x4B,gyro,0.025391,0.003906,0.042969,
5.429942,0x4A,gyro,0.009766,0.003906,0.017578,
5.431625,0x4B,quat,0.027771,-0.748596,-0.021545,0.662109
5.432557,0x4A,quat,-0.177307,-0.715210,0.149109,0.659424
5.433197,0x4B,accel,9.167969,0.718750,-1.207031,
5.434336,0x4A,accel,8.281250,-4.121094,-0.832031,
5.434343,0x4A,accel,8.285156,-4.160156,-0.796875,
5.434991,0x4B,accel,9.207031,0.753906,-1.207031,
5.436179,0x4A,gyro,0.007812,0.000000,0.015625,
5.436186,0x4A,quat,-0.177307,-0.715210,0.149170,0.659424
5.437482,0x4B,gyro,0.019531,0.000000,0.037109,
5.437489,0x4B,quat,0.027771,-0.748596,-0.021484,0.662109
5.438138,0x4A,accel,8.281250,-4.199219,-0.796875,
5.438813,0x4B,accel,9.316406,0.718750,-1.207031,
5.440641,0x4B,gyro,0.015625,0.001953,0.041016,
5.440648,0x4B,quat,0.027710,-0.748596,-0.021423,0.662109
5.441347,0x4A,gyro,0.007812,0.003906,0.019531,
5.442012,0x4B,accel,9.312500,0.679688,-1.207031,
5.443262,0x4A,quat,-0.177307,-0.715149,0.149170,0.659424
5.443270,0x4A,accel,8.281250,-4.199219,-0.796875,
5.443937,0x4B,gyro,0.011719,0.005859,0.042969,
5.444604,0x4A,gyro,0.009766,0.001953,0.013672,
5.445519,0x4B,quat,0.027710,-0.748596,-0.021301,0.662109
5.447080,0x4A,quat,-0.177368,-0.715149,0.149231,0.659424
5.447746,0x4B,accel,9.351562,0.679688,-1.207031,
5.448406,0x4A,accel,8.320312,-4.199219,-0.832031,
5.449070,0x4B,accel,9.312500,0.679688,-1.285156,
5.449715,0x4A,gyro,0.011719,0.005859,0.015625,
5.450379,0x4B,gyro,0.005859,0.003906,0.039062,
5.451322,0x4A,quat,-0.177368,-0.715149,0.149292,0.659424
5.452235,0x4B,quat,0.027649,-0.748596,-0.021240,0.662109
5.452889,0x4A,accel,8.285156,-4.199219,-0.832031,
5.453531,0x4B,accel,9.277344,0.679688,-1.207031,
5.454176,0x4A,accel,8.281250,-4.199219,-0.796875,
5.455932,0x4B,gyro,0.013672,0.011719,0.048828,
