t_s,imu,report,x,y,z,w
4.790040,0x4A,gyro,-0.001953,0.005859,0.003906,
4.791502,0x4B,accel,9.316406,0.753906,-1.128906,
4.791509,0x4B,gyro,0.003906,0.009766,0.003906,
4.791517,0x4B,quat,0.029297,-0.749268,-0.023926,0.661194
4.793597,0x4A,quat,-0.176514,-0.716492,0.147522,0.658569
4.793601,0x4A,accel,8.359375,-4.160156,-0.832031,
4.793605,0x4A,gyro,-0.003906,0.003906,0.005859,
4.793610,0x4A,quat,-0.176514,-0.716492,0.147522,0.658569
4.793614,0x4A,accel,8.359375,-4.160156,-0.832031,
4.794757,0x4B,accel,9.316406,0.718750,-1.167969,
4.796966,0x4A,accel,8.359375,-4.160156,-0.832031,
4.796970,0x4A,gyro,0.001953,0.003906,0.001953,
4.796974,0x4A,quat,-0.176514,-0.716492,0.147522,0.658569
4.798406,0x4B,gyro,0.001953,0.005859,0.003906,
4.798410,0x4B,quat,0.029297,-0.749268,-0.023926,0.661194
4.798414,0x4B,accel,9.316406,0.753906,-1.093750,
4.799040,0x4A,accel,8.363281,-4.199219,-0.832031,
4.801177,0x4B,gyro,-0.003906,0.003906,0.005859,
4.801181,0x4B,quat,0.029297,-0.749268,-0.023926,0.661194
4.801186,0x4B,accel,9.316406,0.753906,-1.128906,
4.802594,0x4A,gyro,0.000000,0.000000,0.001953,
4.802598,0x4A,quat,-0.176514,-0.716492,0.147522,0.658569
4.802602,0x4A,accel,8.359375,-4.199219,-0.796875,
4.803217,0x4B,gyro,0.000000,0.001953,0.005859,
4.803832,0x4A,gyro,0.000000,-0.003906,0.005859,
4.805514,0x4B,quat,0.029236,-0.749268,-0.023865,0.661133
4.806587,0x4A,quat,-0.176575,-0.716492,0.147522,0.658569
4.807229,0x4B,accel,9.316406,0.753906,-1.128906,
4.807881,0x4A,accel,8.359375,-4.160156,-0.832031,
4.808529,0x4B,accel,9.316406,0.753906,-1.093750,
4.809178,0x4A,accel,8.359375,-4.160156,-0.832031,
4.810679,0x4B,gyro,-0.001953,0.001953,0.005859,
4.810688,0x4B,quat,0.029236,-0.749329,-0.023865,0.661133
4.812478,0x4A,gyro,0.000000,-0.001953,0.000000,
4.812487,0x4A,quat,-0.176575,-0.716492,0.147583,0.658569
4.813135,0x4B,accel,9.316406,0.792969,-1.093750,
4.813778,0x4A,accel,8.320312,-4.160156,-0.796875,
4.815929,0x4B,gyro,-0.003906,0.000000,0.011719,
4.815934,0x4B,quat,0.029236,-0.749329,-0.023865,0.661133
4.815937,0x4B,accel,9.316406,0.753906,-1.128906,
4.817178,0x4A,gyro,-0.001953,-0.001953,0.003906,
4.817182,0x4A,quat,-0.176575,-0.716492,0.147583,0.658569
4.817797,0x4B,gyro,-0.005859,0.003906,0.007812,
4.818427,0x4A,accel,8.363281,-4.160156,-0.796875,
4.819930,0x4B,quat,0.029175,-0.749329,-0.023865,0.661133
4.821855,0x4A,gyro,-0.005859,-0.003906,0.009766,
4.821860,0x4A,quat,-0.176575,-0.716492,0.147583,0.658569
4.822475,0x4B,accel,9.316406,0.718750,-1.167969,
4.823107,0x4A,accel,8.363281,-4.160156,-0.796875,
4.824319,0x4B,gyro,-0.005859,-0.003906,0.007812,
4.824327,0x4B,quat,0.029175,-0.749329,-0.023865,0.661133
4.826259,0x4A,gyro,-0.001953,-0.003906,0.005859,
4.826279,0x4A,quat,-0.176575,-0.716492,0.147583,0.658569
4.826928,0x4B,accel,9.355469,0.753906,-1.167969,
4.827587,0x4A,accel,8.359375,-4.160156,-0.832031,
4.829501,0x4B,accel,9.355469,0.718750,-1.246094,
4.829508,0x4B,gyro,-0.007812,-0.003906,0.011719,
4.829515,0x4B,quat,0.029175,-0.749329,-0.023865,0.661072
4.830167,0x4A,accel,8.359375,-4.160156,-0.832031,
4.830808,0x4B,accel,9.394531,0.640625,-1.207031,
4.832675,0x4A,gyro,-0.001953,-0.005859,0.005859,
4.832685,0x4A,quat,-0.176636,-0.716492,0.147583,0.658569
4.832690,0x4A,accel,8.398438,-4.160156,-0.832031,
4.833322,0x4B,gyro,-0.003906,-0.001953,0.007812,
4.833979,0x4A,gyro,0.000000,-0.007812,0.005859,
4.835863,0x4B,quat,0.029114,-0.749390,-0.023865,0.661072
4.835867,0x4B,accel,9.394531,0.640625,-1.207031,
4.836914,0x4A,quat,-0.176636,-0.716492,0.147644,0.658508
4.837554,0x4B,gyro,-0.001953,0.000000,0.007812,
4.838183,0x4A,accel,8.363281,-4.199219,-0.832031,
4.839095,0x4B,quat,0.029114,-0.749390,-0.023865,0.661072
4.840234,0x4A,gyro,-0.003906,-0.005859,0.007812,
4.840239,0x4A,quat,-0.176636,-0.716492,0.147644,0.658508
4.840854,0x4B,accel,9.351562,0.679688,-1.285156,
4.841489,0x4A,accel,8.359375,-4.160156,-0.832031,
4.842117,0x4B,gyro,0.005859,0.000000,0.007812,
4.843660,0x4B,quat,0.029114,-0.749390,-0.023804,0.661072
4.844317,0x4A,gyro,0.000000,-0.001953,0.001953,
4.845589,0x4B,accel,9.394531,0.679688,-1.285156,
4.846803,0x4A,quat,-0.176636,-0.716492,0.147644,0.658508
4.846810,0x4A,accel,8.363281,-4.199219,-0.871094,
4.847500,0x4B,accel,9.394531,0.679688,-1.285156,
4.849306,0x4B,gyro,0.000000,0.003906,0.013672,
4.849314,0x4B,quat,0.029053,-0.749390,-0.023804,0.661072
4.849960,0x4A,gyro,0.005859,0.000000,0.003906,
4.850619,0x4B,accel,9.390625,0.718750,-1.246094,
4.851814,0x4A,quat,-0.176636,-0.716492,0.147644,0.658508
4.851818,0x4A,accel,8.359375,-4.160156,-0.832031,
4.852464,0x4B,gyro,0.001953,0.000000,0.017578,
4.853097,0x4A,accel,8.363281,-4.199219,-0.832031,
4.854028,0x4B,quat,0.029053,-0.749390,-0.023804,0.661011
4.855180,0x4A,gyro,0.000000,-0.001953,0.003906,
4.855185,0x4A,quat,-0.176697,-0.716492,0.147705,0.658508
4.855826,0x4B,accel,9.355469,0.753906,-1.167969,
4.856646,0x4A,accel,8.398438,-4.160156,-0.871094,
4.858493,0x4B,gyro,0.003906,-0.003906,0.013672,
4.859107,0x4A,gyro,0.000000,-0.001953,0.003906,
4.859988,0x4B,quat,0.029053,-0.749451,-0.023743,0.661011
4.861745,0x4A,quat,-0.176697,-0.716492,0.147705,0.658508
4.862400,0x4B,accel,9.355469,0.753906,-1.207031,
4.863046,0x4A,accel,8.398438,-4.199219,-0.796875,
4.864537,0x4B,accel,9.355469,0.753906,-1.167969,
4.864559,0x4B,gyro,0.001953,0.003906,0.013672,
4.864567,0x4B,quat,0.028992,-0.749451,-0.023743,0.661011
4.866385,0x4A,gyro,-0.003906,0.000000,0.005859,
4.866400,0x4A,quat,-0.176697,-0.716492,0.147705,0.658508
4.867106,0x4B,accel,9.355469,0.753906,-1.167969,
4.867797,0x4A,accel,8.359375,-4.160156,-0.832031,
4.869010,0x4B,gyro,0.003906,-0.003906,0.015625,
4.869019,0x4B,quat,0.028992,-0.749451,-0.023682,0.661011
4.870236,0x4A,gyro,0.000000,0.000000,0.005859,
4.870242,0x4A,quat,-0.176697,-0.716492,0.147705,0.658508
4.870879,0x4B,accel,9.355469,0.792969,-1.167969,
4.871502,0x4A,accel,8.402344,-4.199219,-0.832031,
4.872736,0x4A,accel,8.324219,-4.121094,-0.832031,
4.873353,0x4B,gyro,0.001953,0.001953,0.017578,
4.874535,0x4A,gyro,0.001953,-0.003906,0.001953,
4.874540,0x4A,quat,-0.176697,-0.716492,0.147705,0.658508
4.875990,0x4B,quat,0.028992,-0.749451,-0.023682,0.661011
4.876627,0x4A,accel,8.480469,-4.238281,-0.910156,
4.877261,0x4B,accel,9.546875,0.832031,-1.167969,
4.878507,0x4B,gyro,0.003906,0.000000,0.021484,
4.879231,0x4A,gyro,0.001953,0.000000,-0.003906,
4.880199,0x4B,quat,0.028931,-0.749451,-0.023621,0.661011
4.881927,0x4A,quat,-0.176697,-0.716492,0.147705,0.658447
4.882589,0x4B,accel,9.234375,0.832031,-1.246094,
4.883311,0x4A,accel,8.359375,-4.085938,-0.832031,
4.884863,0x4B,accel,9.234375,0.832031,-1.167969,
4.884875,0x4B,gyro,-0.001953,-0.005859,0.019531,
4.884884,0x4B,quat,0.028931,-0.749512,-0.023621,0.660950
4.886530,0x4A,gyro,-0.003906,0.003906,0.003906,
4.886539,0x4A,quat,-0.176697,-0.716492,0.147705,0.658447
4.887206,0x4B,accel,9.390625,0.718750,-1.093750,
4.887844,0x4A,accel,8.320312,-4.199219,-0.757812,
4.888995,0x4B,gyro,0.001953,0.000000,0.019531,
4.889000,0x4B,quat,0.028870,-0.749512,-0.023560,0.660950
4.889644,0x4A,accel,8.324219,-4.199219,-0.796875,
4.890861,0x4B,accel,9.312500,0.640625,-1.093750,
4.892058,0x4A,gyro,-0.001953,-0.003906,0.007812,
4.892065,0x4A,quat,-0.176758,-0.716492,0.147705,0.658447
4.892708,0x4B,gyro,0.005859,0.001953,0.027344,
4.893367,0x4A,accel,8.359375,-4.160156,-0.910156,
4.894262,0x4B,quat,0.028809,-0.749512,-0.023499,0.660950
4.895430,0x4A,gyro,0.003906,-0.005859,0.007812,
4.895435,0x4A,quat,-0.176758,-0.716492,0.147766,0.658447
4.896072,0x4B,accel,9.351562,0.679688,-1.207031,
4.896692,0x4A,accel,8.398438,-4.160156,-0.871094,
4.897349,0x4B,accel,9.433594,0.679688,-1.207031,
4.898623,0x4B,gyro,0.003906,-0.001953,0.021484,
4.899279,0x4A,gyro,0.000000,-0.001953,0.003906,
4.900196,0x4B,quat,0.028809,-0.749512,-0.023499,0.660950
4.902161,0x4A,quat,-0.176758,-0.716492,0.147766,0.658447
4.902191,0x4A,accel,8.363281,-4.199219,-0.757812,
4.902843,0x4B,accel,9.355469,0.718750,-1.167969,
4.904737,0x4B,gyro,0.005859,-0.005859,0.027344,
4.904747,0x4B,quat,0.028748,-0.749512,-0.023438,0.660950
4.905870,0x4A,gyro,0.000000,-0.001953,0.005859,
4.906571,0x4B,accel,9.316406,0.753906,-1.246094,
4.907741,0x4A,quat,-0.176758,-0.716492,0.147766,0.658447
4.907746,0x4A,accel,8.363281,-4.199219,-0.871094,
4.908409,0x4B,gyro,0.005859,0.000000,0.025391,
4.909046,0x4A,accel,8.359375,-4.160156,-0.871094,
4.911061,0x4B,quat,0.028748,-0.749512,-0.023376,0.660950
4.911065,0x4B,accel,9.351562,0.679688,-1.207031,
4.912196,0x4A,gyro,-0.001953,-0.005859,0.003906,
4.912205,0x4A,quat,-0.176758,-0.716492,0.147766,0.658447
4.912822,0x4B,gyro,0.003906,0.000000,0.025391,
4.913435,0x4A,accel,8.363281,-4.199219,-0.871094,
4.915029,0x4B,quat,0.028687,-0.749573,-0.023315,0.660889
4.916945,0x4A,gyro,-0.001953,-0.003906,0.011719,
4.916953,0x4A,quat,-0.176819,-0.716492,0.147827,0.658386
4.917592,0x4B,accel,9.355469,0.718750,-1.246094,
4.918254,0x4A,accel,8.359375,-4.160156,-0.832031,
4.920184,0x4B,accel,9.355469,0.718750,-1.207031,
4.920191,0x4B,gyro,-0.003906,-0.005859,0.031250,
4.920201,0x4B,quat,0.028625,-0.749573,-0.023315,0.660889
4.922158,0x4A,gyro,-0.001953,-0.001953,0.005859,
4.922192,0x4A,quat,-0.176819,-0.716492,0.147827,0.658386
4.922838,0x4B,accel,9.355469,0.718750,-1.207031,
4.923500,0x4A,accel,8.363281,-4.160156,-0.796875,
4.925459,0x4B,gyro,0.001953,-0.001953,0.025391,
4.925464,0x4B,quat,0.028625,-0.749573,-0.023254,0.660889
4.926647,0x4A,gyro,-0.001953,-0.003906,0.013672,
4.926651,0x4A,quat,-0.176819,-0.716492,0.147827,0.658386
4.927266,0x4B,accel,9.355469,0.718750,-1.207031,
4.927894,0x4A,accel,8.359375,-4.160156,-0.871094,
4.928511,0x4B,gyro,0.001953,-0.003906,0.027344,
4.929128,0x4A,accel,8.359375,-4.160156,-0.832031,
4.931154,0x4B,quat,0.028564,-0.749573,-0.023193,0.660889
4.932281,0x4A,gyro,-0.001953,-0.003906,0.005859,
4.932287,0x4A,quat,-0.176880,-0.716492,0.147827,0.658386
4.932906,0x4B,accel,9.355469,0.718750,-1.207031,
4.933520,0x4A,accel,8.398438,-4.160156,-0.832031,
4.934782,0x4B,gyro,-0.007812,-0.003906,0.027344,
4.934790,0x4B,quat,0.028503,-0.749573,-0.023193,0.660889
4.936459,0x4A,gyro,-0.003906,-0.005859,0.009766,
4.936467,0x4A,quat,-0.176880,-0.716553,0.147888,0.658386
4.937184,0x4B,accel,9.351562,0.640625,-1.167969,
4.937873,0x4A,accel,8.359375,-4.199219,-0.796875,
4.939818,0x4B,accel,9.351562,0.679688,-1.128906,
4.939826,0x4B,gyro,-0.001953,-0.003906,0.027344,
4.939834,0x4B,quat,0.028442,-0.749634,-0.023132,0.660889
4.940911,0x4A,gyro,-0.001953,-0.003906,0.007812,
4.941578,0x4B,accel,9.351562,0.679688,-1.167969,
4.942724,0x4A,quat,-0.176880,-0.716553,0.147888,0.658325
4.942729,0x4A,accel,8.363281,-4.199219,-0.832031,
4.943341,0x4B,gyro,0.000000,-0.005859,0.025391,
4.943951,0x4A,gyro,0.000000,-0.003906,0.007812,
4.945772,0x4B,quat,0.028381,-0.749634,-0.023132,0.660828
4.946772,0x4A,quat,-0.176941,-0.716553,0.147888,0.658325
4.947403,0x4B,accel,9.394531,0.640625,-1.207031,
4.948023,0x4A,accel,8.398438,-4.160156,-0.832031,
4.949171,0x4B,gyro,0.000000,-0.003906,0.033203,
4.949175,0x4B,quat,0.028381,-0.749634,-0.023071,0.660828
4.949800,0x4A,accel,8.359375,-4.160156,-0.871094,
4.950653,0x4B,accel,9.355469,0.601562,-1.207031,
4.951951,0x4A,gyro,0.000000,-0.001953,0.005859,
4.951956,0x4A,quat,-0.176941,-0.716553,0.147888,0.658325
4.952570,0x4B,accel,9.355469,0.601562,-1.207031,
4.953238,0x4A,accel,8.363281,-4.199219,-0.832031,
4.953889,0x4B,gyro,-0.001953,-0.007812,0.025391,
4.955066,0x4A,gyro,-0.003906,-0.005859,0.005859,
4.955074,0x4A,quat,-0.176941,-0.716553,0.147888,0.658325
4.956405,0x4B,quat,0.028320,-0.749634,-0.023010,0.660828
4.957054,0x4A,accel,8.363281,-4.199219,-0.832031,
4.957706,0x4B,accel,9.355469,0.601562,-1.167969,
4.959492,0x4B,gyro,-0.003906,-0.005859,0.019531,
4.959500,0x4B,quat,0.028259,-0.749695,-0.023010,0.660828
4.960159,0x4A,gyro,-0.003906,-0.001953,0.003906,
4.960804,0x4B,accel,9.390625,0.562500,-1.246094,
4.962476,0x4A,quat,-0.176941,-0.716553,0.147949,0.658325
4.962480,0x4A,accel,8.363281,-4.199219,-0.832031,
4.963094,0x4B,gyro,0.001953,-0.005859,0.021484,
4.964619,0x4B,quat,0.028259,-0.749695,-0.022949,0.660828
4.965237,0x4A,gyro,0.001953,-0.003906,0.005859,
4.965869,0x4B,accel,9.390625,0.601562,-1.246094,
4.967216,0x4A,quat,-0.177002,-0.716553,0.147949,0.658264
4.967220,0x4A,accel,8.359375,-4.160156,-0.832031,
4.967831,0x4B,gyro,0.003906,-0.005859,0.019531,
4.970091,0x4B,quat,0.028198,-0.749695,-0.022949,0.660767
4.970715,0x4A,gyro,0.005859,-0.001953,0.005859,
4.971334,0x4B,accel,9.390625,0.601562,-1.285156,
4.972500,0x4A,quat,-0.177002,-0.716553,0.147949,0.658264
4.972507,0x4A,accel,8.363281,-4.199219,-0.832031,
4.973146,0x4B,accel,9.355469,0.601562,-1.246094,
4.973810,0x4A,accel,8.402344,-4.199219,-0.832031,
4.975200,0x4B,gyro,0.005859,-0.001953,0.019531,
4.975207,0x4B,quat,0.028198,-0.749695,-0.022888,0.660767
4.977159,0x4A,gyro,0.000000,0.000000,0.001953,
4.977167,0x4A,quat,-0.177002,-0.716553,0.147949,0.658264
4.977833,0x4B,accel,9.351562,0.640625,-1.246094,
4.978482,0x4A,accel,8.363281,-4.199219,-0.871094,
4.979690,0x4B,gyro,0.011719,-0.001953,0.017578,
4.979707,0x4B,quat,0.028137,-0.749756,-0.022888,0.660767
4.981517,0x4A,gyro,0.003906,-0.003906,0.005859,
4.981523,0x4A,quat,-0.177002,-0.716553,0.148010,0.658264
4.982183,0x4B,accel,9.351562,0.640625,-1.246094,
4.982798,0x4A,accel,8.359375,-4.199219,-0.796875,
4.983415,0x4B,gyro,0.013672,-0.001953,0.017578,
4.984025,0x4A,gyro,0.000000,0.000000,0.003906,
4.985315,0x4B,quat,0.028137,-0.749756,-0.022827,0.660767
4.986431,0x4A,quat,-0.177002,-0.716553,0.148010,0.658264
4.987051,0x4B,accel,9.355469,0.718750,-1.246094,
4.987661,0x4A,accel,8.324219,-4.160156,-0.871094,
4.988828,0x4B,gyro,0.003906,0.001953,0.017578,
4.988835,0x4B,quat,0.028137,-0.749756,-0.022766,0.660767
4.989473,0x4A,gyro,0.000000,-0.001953,0.005859,
4.990319,0x4B,accel,9.351562,0.679688,-1.246094,
4.991338,0x4A,quat,-0.177002,-0.716553,0.148010,0.658264
4.991979,0x4B,accel,9.355469,0.718750,-1.207031,
4.993201,0x4A,accel,8.363281,-4.199219,-0.832031,
4.993210,0x4A,accel,8.359375,-4.160156,-0.871094,
4.993874,0x4B,gyro,0.000000,0.001953,0.009766,
4.995148,0x4A,gyro,-0.003906,0.000000,0.007812,
4.995159,0x4A,quat,-0.177063,-0.716553,0.148010,0.658264
4.996225,0x4B,quat,0.028137,-0.749756,-0.022766,0.660706
4.996871,0x4A,accel,8.363281,-4.199219,-0.832031,
4.997525,0x4B,accel,9.351562,0.679688,-1.246094,
4.998776,0x4B,gyro,0.005859,0.001953,0.015625,
4.999396,0x4A,gyro,-0.003906,0.003906,0.003906,
5.000289,0x4B,quat,0.028076,-0.749756,-0.022705,0.660706
5.001889,0x4A,quat,-0.177063,-0.716553,0.148010,0.658264
5.002523,0x4B,accel,9.312500,0.679688,-1.246094,
5.003138,0x4A,accel,8.363281,-4.199219,-0.871094,
5.004281,0x4B,gyro,0.003906,0.001953,0.013672,
5.004286,0x4B,quat,0.028076,-0.749756,-0.022705,0.660706
5.004909,0x4A,gyro,0.000000,0.007812,0.000000,
5.005768,0x4B,accel,9.351562,0.679688,-1.285156,
5.007045,0x4A,quat,-0.177063,-0.716553,0.148010,0.658264
5.007049,0x4A,accel,8.363281,-4.199219,-0.832031,
5.007662,0x4B,accel,9.394531,0.679688,-1.246094,
5.008918,0x4B,gyro,0.001953,0.001953,0.011719,
5.009573,0x4A,gyro,0.000000,-0.001953,0.000000,
5.011559,0x4B,quat,0.028076,-0.749756,-0.022644,0.660706
5.012468,0x4A,quat,-0.177063,-0.716553,0.148010,0.658264
5.013157,0x4B,accel,9.312500,0.679688,-1.246094,
5.014328,0x4A,accel,8.402344,-4.199219,-0.871094,
5.014336,0x4A,accel,8.363281,-4.199219,-0.871094,
5.016410,0x4B,gyro,0.000000,0.005859,0.015625,
5.016420,0x4B,quat,0.028076,-0.749756,-0.022644,0.660706
5.017585,0x4A,gyro,0.001953,0.000000,0.009766,
5.017590,0x4A,quat,-0.177063,-0.716553,0.148010,0.658264
5.018207,0x4B,accel,9.351562,0.679688,-1.207031,
5.018841,0x4A,accel,8.363281,-4.199219,-0.871094,
5.020013,0x4B,gyro,-0.001953,0.000000,0.017578,
5.020017,0x4B,quat,0.028015,-0.749756,-0.022644,0.660706
5.021203,0x4A,gyro,0.005859,0.007812,-0.001953,
5.021208,0x4A,quat,-0.177063,-0.716553,0.148071,0.658264
5.021823,0x4B,accel,9.355469,0.601562,-1.246094,
5.022438,0x4A,accel,8.359375,-4.238281,-0.832031,
5.023050,0x4B,gyro,0.003906,0.001953,0.017578,
5.023674,0x4A,gyro,-0.001953,0.000000,0.000000,
5.024559,0x4B,quat,0.028015,-0.749756,-0.022583,0.660706
5.025432,0x4A,quat,-0.177063,-0.716492,0.148071,0.658264
5.026054,0x4B,accel,9.355469,0.601562,-1.246094,
5.026676,0x4A,accel,8.320312,-4.199219,-0.832031,
5.027319,0x4B,accel,9.355469,0.601562,-1.207031,
5.028579,0x4B,gyro,-0.003906,0.003906,0.015625,
5.029278,0x4A,gyro,-0.003906,0.001953,0.003906,
5.031223,0x4B,quat,0.027954,-0.749756,-0.022583,0.660706
5.032133,0x4A,quat,-0.177124,-0.716492,0.148071,0.658264
5.032794,0x4B,accel,9.355469,0.601562,-1.207031,
5.034027,0x4A,accel,8.398438,-4.160156,-0.832031,
5.034037,0x4A,accel,8.320312,-4.199219,-0.832031,
5.036109,0x4B,gyro,0.001953,0.005859,0.017578,
5.036119,0x4B,quat,0.027954,-0.749756,-0.022522,0.660706
5.037543,0x4A,gyro,0.003906,0.007812,0.001953,
5.037570,0x4A,quat,-0.177124,-0.716492,0.148071,0.658264
5.038194,0x4B,accel,9.390625,0.601562,-1.207031,
5.038818,0x4A,accel,8.324219,-4.160156,-0.832031,
5.040522,0x4B,gyro,0.000000,0.001953,0.005859,
5.040536,0x4B,quat,0.027954,-0.749756,-0.022522,0.660706
5.042467,0x4A,gyro,0.005859,0.003906,0.000000,
5.042471,0x4A,quat,-0.177124,-0.716492,0.148071,0.658264
5.043084,0x4B,accel,9.394531,0.640625,-1.285156,
5.043726,0x4A,accel,8.363281,-4.199219,-0.832031,
5.044904,0x4B,gyro,0.001953,0.003906,0.007812,
5.044909,0x4B,quat,0.027893,-0.749756,-0.022522,0.660706
5.046068,0x4A,gyro,0.000000,0.003906,-0.001953,
5.046072,0x4A,quat,-0.177124,-0.716492,0.148071,0.658264
5.046688,0x4B,accel,9.355469,0.601562,-1.207031,
5.047303,0x4A,accel,8.363281,-4.199219,-0.832031,
5.047949,0x4B,accel,9.355469,0.601562,-1.207031,
5.049760,0x4B,gyro,-0.001953,0.003906,0.009766,
5.049768,0x4B,quat,0.027893,-0.749756,-0.022522,0.660706
5.050440,0x4A,gyro,0.003906,0.005859,-0.001953,
5.051086,0x4B,accel,9.355469,0.601562,-1.207031,
5.052254,0x4A,quat,-0.177124,-0.716492,0.148071,0.658325
5.052261,0x4A,accel,8.363281,-4.199219,-0.832031,
5.052903,0x4B,gyro,-0.001953,0.003906,0.005859,
5.053549,0x4A,accel,8.359375,-4.160156,-0.832031,
5.054454,0x4B,quat,0.027893,-0.749756,-0.022522,0.660706
5.055642,0x4A,gyro,0.000000,0.005859,-0.001953,
5.055666,0x4A,quat,-0.177124,-0.716492,0.148071,0.658325
5.056323,0x4B,accel,9.316406,0.601562,-1.167969,
5.056960,0x4A,accel,8.359375,-4.160156,-0.871094,
5.058832,0x4B,gyro,-0.003906,0.005859,0.001953,
5.059460,0x4A,gyro,0.000000,0.005859,-0.005859,
5.060366,0x4B,quat,0.027893,-0.749756,-0.022522,0.660706
5.062244,0x4A,quat,-0.177124,-0.716492,0.148071,0.658325
5.062248,0x4A,accel,8.359375,-4.160156,-0.871094,
5.062866,0x4B,accel,9.355469,0.601562,-1.207031,
5.065048,0x4B,gyro,-0.001953,0.007812,0.000000,
5.065052,0x4B,quat,0.027893,-0.749756,-0.022522,0.660767
5.066091,0x4A,gyro,0.003906,0.005859,-0.003906,
5.067185,0x4B,accel,9.355469,0.562500,-1.285156,
5.067190,0x4B,accel,9.355469,0.601562,-1.285156,
5.068634,0x4A,quat,-0.177063,-0.716492,0.148071,0.658325
5.068667,0x4A,accel,8.359375,-4.238281,-0.832031,
5.070560,0x4B,gyro,0.001953,0.003906,0.007812,
5.070571,0x4B,quat,0.027893,-0.749756,-0.022522,0.660767
5.072714,0x4A,gyro,0.001953,0.005859,-0.005859,
5.072724,0x4A,quat,-0.177063,-0.716431,0.148071,0.658325
5.073395,0x4B,accel,9.390625,0.601562,-1.246094,
5.074591,0x4A,accel,8.359375,-4.160156,-0.832031,
5.074598,0x4A,accel,8.324219,-4.160156,-0.832031,
5.076819,0x4B,gyro,0.003906,0.009766,0.000000,
5.076828,0x4B,quat,0.027893,-0.749756,-0.022461,0.660767
5.076835,0x4B,accel,9.355469,0.601562,-1.207031,
5.078056,0x4A,gyro,0.001953,0.007812,-0.003906,
5.078064,0x4A,quat,-0.177063,-0.716431,0.148071,0.658325
5.078719,0x4B,gyro,0.007812,0.005859,-0.003906,
5.079373,0x4A,accel,8.320312,-4.199219,-0.832031,
5.080622,0x4B,quat,0.027893,-0.749756,-0.022461,0.660767
5.082588,0x4A,gyro,0.007812,0.007812,-0.003906,
5.082596,0x4A,quat,-0.177063,-0.716431,0.148071,0.658386
5.083254,0x4B,accel,9.355469,0.601562,-1.246094,
5.083915,0x4A,accel,8.320312,-4.199219,-0.832031,
5.085408,0x4B,accel,9.351562,0.640625,-1.207031,
5.085415,0x4B,gyro,0.003906,0.009766,-0.005859,
5.085423,0x4B,quat,0.027893,-0.749756,-0.022461,0.660767
5.087050,0x4A,gyro,0.003906,0.011719,-0.003906,
5.087058,0x4A,quat,-0.177063,-0.716431,0.148071,0.658386
5.087720,0x4B,accel,9.316406,0.601562,-1.207031,
5.088370,0x4A,accel,8.320312,-4.199219,-0.832031,
5.089585,0x4B,gyro,0.005859,0.009766,-0.009766,
5.089592,0x4B,quat,0.027893,-0.749756,-0.022461,0.660767
5.090266,0x4A,gyro,0.007812,0.011719,-0.009766,
5.091013,0x4B,accel,9.355469,0.601562,-1.246094,
5.092218,0x4A,quat,-0.177063,-0.716370,0.148071,0.658386
5.092231,0x4A,accel,8.363281,-4.199219,-0.871094,
5.093506,0x4A,accel,8.320312,-4.199219,-0.832031,
5.094156,0x4B,gyro,0.001953,0.003906,-0.003906,
5.094795,0x4A,gyro,0.005859,0.007812,-0.007812,
5.096831,0x4B,quat,0.027954,-0.749756,-0.022461,0.660767
5.096839,0x4B,accel,9.312500,0.640625,-1.246094,
5.097736,0x4A,quat,-0.177002,-0.716370,0.148071,0.658447
5.098388,0x4B,gyro,0.005859,0.011719,-0.007812,
5.099046,0x4A,accel,8.324219,-4.160156,-0.871094,
5.099980,0x4B,quat,0.027954,-0.749756,-0.022461,0.660767
5.101183,0x4A,gyro,0.003906,0.017578,-0.005859,
5.101191,0x4A,quat,-0.177002,-0.716370,0.148071,0.658447
5.101845,0x4B,accel,9.351562,0.640625,-1.207031,
5.102494,0x4A,accel,8.363281,-4.199219,-0.832031,
5.103155,0x4B,accel,9.351562,0.640625,-1.246094,
5.103799,0x4A,gyro,0.005859,0.007812,-0.005859,
5.104991,0x4B,gyro,0.003906,0.009766,-0.005859,
5.104999,0x4B,quat,0.027954,-0.749695,-0.022461,0.660767
5.106475,0x4A,quat,-0.177002,-0.716370,0.148071,0.658508
5.107124,0x4B,accel,9.355469,0.601562,-1.246094,
5.107759,0x4A,accel,8.359375,-4.160156,-0.832031,
5.108960,0x4B,gyro,0.000000,0.013672,-0.003906,
5.108968,0x4B,quat,0.028015,-0.749695,-0.022461,0.660767
5.109612,0x4A,gyro,0.005859,0.009766,-0.003906,
5.110708,0x4B,accel,9.351562,0.640625,-1.207031,
5.111934,0x4A,quat,-0.177002,-0.716309,0.148071,0.658508
5.113737,0x4A,accel,8.324219,-4.160156,-0.832031,
5.113744,0x4A,accel,8.363281,-4.199219,-0.832031,
5.115110,0x4B,gyro,-0.003906,0.015625,-0.011719,
5.116837,0x4A,gyro,0.003906,0.011719,-0.011719,
5.116846,0x4A,quat,-0.176941,-0.716309,0.148071,0.658508
5.118019,0x4B,quat,0.028015,-0.749695,-0.022461,0.660828
5.118026,0x4B,accel,9.355469,0.601562,-1.207031,
5.118703,0x4A,accel,8.324219,-4.160156,-0.871094,
5.120531,0x4B,gyro,-0.001953,0.015625,-0.011719,
5.120539,0x4B,quat,0.028015,-0.749695,-0.022522,0.660828
