t_s,stream,v1,v2,v3,v4
4.829653,foot_gyro,0.000000,0.000000,0.000000,
4.829884,toe_fsr,-3,,,
4.831407,shank_gyro,0.000000,0.000000,-0.001953,
4.831634,heel_fsr,405,,,
4.832426,foot_accel,0.851562,2.007812,-9.492188,
4.833199,shank_accel,-0.335938,2.441406,-9.671875,
4.833449,toe_fsr,-2,,,
4.833884,encoder,121.113281,,,
4.835521,foot_gyro,0.000000,0.000000,0.000000,
4.835529,foot_accel,0.812500,2.007812,-9.531250,
4.835795,heel_fsr,429,,,
4.836454,shank_accel,-0.375000,2.363281,-9.710938,
4.837298,foot_accel,0.851562,2.007812,-9.492188,
4.838700,shank_gyro,0.001953,0.000000,0.003906,
4.838708,shank_accel,-0.375000,2.402344,-9.710938,
4.838963,toe_fsr,5,,,
4.839417,encoder,121.113281,,,
4.840112,foot_gyro,0.000000,0.000000,0.000000,
4.840767,shank_gyro,0.000000,-0.001953,0.003906,
4.841030,heel_fsr,422,,,
4.841870,foot_accel,0.812500,2.007812,-9.531250,
4.842930,shank_accel,-0.375000,2.441406,-9.671875,
4.843177,toe_fsr,3,,,
4.843792,encoder,121.113281,,,
4.845064,foot_gyro,0.000000,0.000000,0.000000,
4.845294,heel_fsr,415,,,
4.846360,shank_gyro,-0.003906,0.003906,-0.001953,
4.847159,foot_accel,0.812500,2.007812,-9.531250,
4.847838,shank_accel,-0.335938,2.402344,-9.675781,
4.848064,toe_fsr,-3,,,
4.848447,encoder,121.113281,,,
4.849465,foot_gyro,0.000000,0.000000,0.000000,
4.850085,shank_gyro,-0.001953,0.001953,0.003906,
4.850314,heel_fsr,421,,,
4.851097,foot_accel,0.812500,2.007812,-9.531250,
4.851721,shank_accel,-0.375000,2.441406,-9.714844,
4.852551,toe_fsr,1,,,
4.853339,shank_accel,-0.335938,2.402344,-9.750000,
4.853569,encoder,121.113281,,,
4.854610,foot_gyro,0.000000,0.000000,0.000000,
4.854868,heel_fsr,420,,,
4.855527,shank_gyro,0.003906,0.000000,-0.001953,
4.856360,foot_accel,0.851562,2.007812,-9.562500,
4.857416,shank_accel,-0.375000,2.402344,-9.710938,
4.857663,toe_fsr,4,,,
4.858894,foot_gyro,0.000000,0.000000,0.000000,
4.859767,heel_fsr,424,,,
4.860017,encoder,121.113281,,,
4.860886,foot_accel,0.851562,2.007812,-9.531250,
4.861916,shank_gyro,0.001953,0.001953,-0.003906,
4.862283,toe_fsr,-1,,,
4.863587,foot_accel,0.851562,1.968750,-9.492188,
4.864207,shank_accel,-0.375000,2.441406,-9.714844,
4.864429,heel_fsr,416,,,
4.864655,encoder,121.113281,,,
4.865456,foot_gyro,0.000000,0.000000,0.000000,
4.866511,shank_gyro,-0.003906,0.001953,0.003906,
4.866736,toe_fsr,-1,,,
4.867510,foot_accel,0.812500,2.007812,-9.531250,
4.868125,shank_accel,-0.335938,2.402344,-9.710938,
4.869202,foot_gyro,0.000000,0.000000,0.000000,
4.869426,heel_fsr,416,,,
4.870046,shank_accel,-0.335938,2.402344,-9.710938,
4.870281,encoder,121.113281,,,
4.871091,foot_accel,0.812500,2.007812,-9.531250,
4.871747,shank_gyro,-0.001953,0.001953,0.003906,
4.871997,toe_fsr,3,,,
4.872840,foot_gyro,0.000000,0.000000,0.000000,
4.873482,shank_accel,-0.335938,2.441406,-9.671875,
4.873729,heel_fsr,420,,,
4.873982,encoder,121.113281,,,
4.875239,foot_accel,0.812500,2.042969,-9.562500,
4.875895,shank_gyro,0.000000,0.000000,0.000000,
4.876147,toe_fsr,6,,,
4.878009,shank_accel,-0.375000,2.402344,-9.710938,
4.878258,heel_fsr,410,,,
4.878510,encoder,121.113281,,,
4.879714,foot_gyro,0.000000,0.000000,0.000000,
4.880338,shank_gyro,0.000000,0.000000,0.000000,
4.880565,toe_fsr,-4,,,
4.881336,foot_accel,0.851562,2.007812,-9.453125,
4.882377,shank_accel,-0.335938,2.402344,-9.710938,
4.882599,heel_fsr,407,,,
4.883659,foot_accel,0.851562,2.007812,-9.531250,
4.884494,encoder,121.113281,,,
4.885300,foot_gyro,0.000000,0.000000,0.000000,
4.886338,shank_gyro,0.001953,0.000000,-0.001953,
4.886561,toe_fsr,1,,,
4.887349,foot_accel,0.812500,1.968750,-9.492188,
4.887972,shank_accel,-0.375000,2.402344,-9.710938,
4.889222,foot_gyro,0.000000,0.000000,0.000000,
4.889445,heel_fsr,423,,,
4.890059,shank_accel,-0.375000,2.441406,-9.714844,
4.890293,encoder,121.113281,,,
4.891082,foot_accel,0.851562,2.007812,-9.531250,
4.892110,shank_gyro,0.001953,0.001953,-0.003906,
4.892344,toe_fsr,2,,,
4.893179,foot_gyro,0.000000,0.000000,0.000000,
4.893815,shank_accel,-0.335938,2.441406,-9.753906,
4.894076,encoder,121.113281,,,
4.895131,foot_accel,0.812500,2.007812,-9.531250,
4.895414,heel_fsr,420,,,
4.896467,shank_gyro,0.003906,0.001953,-0.003906,
4.897310,foot_gyro,0.000000,0.000000,0.000000,
4.898034,shank_accel,-0.335938,2.363281,-9.750000,
4.898283,toe_fsr,-2,,,
4.898714,encoder,121.113281,,,
4.899781,foot_accel,0.812500,2.007812,-9.492188,
4.900047,heel_fsr,418,,,
4.900674,shank_gyro,0.000000,-0.001953,-0.005859,
4.901462,foot_accel,0.812500,1.968750,-9.531250,
4.902504,shank_accel,-0.335938,2.402344,-9.710938,
4.902727,toe_fsr,0,,,
4.903741,foot_gyro,0.000000,0.000000,0.000000,
4.904361,shank_accel,-0.335938,2.402344,-9.675781,
4.904585,heel_fsr,418,,,
4.904814,encoder,121.113281,,,
4.905614,foot_accel,0.812500,2.007812,-9.531250,
4.906657,shank_gyro,-0.003906,0.001953,0.000000,
4.906884,toe_fsr,4,,,
4.907664,foot_gyro,0.000000,0.000000,0.000000,
4.908277,shank_accel,-0.335938,2.402344,-9.710938,
4.908509,encoder,121.113281,,,
4.909124,foot_accel,0.812500,2.007812,-9.531250,
4.909354,heel_fsr,430,,,
4.911914,shank_gyro,0.001953,0.000000,-0.001953,
4.912165,toe_fsr,-2,,,
4.912996,foot_gyro,0.000000,0.000000,0.000000,
4.913647,shank_accel,-0.335938,2.402344,-9.710938,
4.913893,heel_fsr,419,,,
4.914146,encoder,121.113281,,,
4.915446,foot_accel,0.812500,2.007812,-9.531250,
4.916103,shank_gyro,0.003906,0.000000,0.000000,
4.916353,toe_fsr,-1,,,
4.917181,foot_accel,0.812500,2.007812,-9.562500,
4.918068,shank_accel,-0.335938,2.402344,-9.710938,
4.918295,heel_fsr,410,,,
4.918528,encoder,121.113281,,,
4.919775,foot_gyro,0.000000,0.000000,0.000000,
4.920406,shank_gyro,-0.001953,0.000000,0.003906,
4.920629,toe_fsr,8,,,
4.921402,foot_accel,0.851562,2.007812,-9.531250,
4.922442,shank_accel,-0.335938,2.402344,-9.710938,
4.922664,heel_fsr,420,,,
4.923726,foot_gyro,0.000000,0.000000,0.000000,
4.924338,shank_accel,-0.375000,2.402344,-9.710938,
4.924571,encoder,121.113281,,,
4.925384,foot_accel,0.812500,2.007812,-9.492188,
4.926458,shank_gyro,-0.005859,-0.001953,0.000000,
4.926781,toe_fsr,2,,,
4.927608,foot_gyro,0.000000,0.000000,0.000000,
4.928261,shank_accel,-0.335938,2.363281,-9.675781,
4.928510,heel_fsr,414,,,
4.928762,encoder,121.113281,,,
4.930016,foot_accel,0.812500,2.007812,-9.562500,
4.930655,shank_gyro,-0.003906,0.000000,0.000000,
4.930903,toe_fsr,-2,,,
4.932787,shank_accel,-0.375000,2.402344,-9.710938,
4.933033,heel_fsr,420,,,
4.934078,foot_gyro,0.000000,0.000000,0.000000,
4.934933,encoder,121.113281,,,
4.935755,foot_accel,0.812500,2.007812,-9.562500,
4.936753,shank_gyro,0.001953,-0.001953,-0.001953,
4.936975,toe_fsr,7,,,
4.937755,foot_accel,0.851562,2.007812,-9.453125,
4.938384,shank_accel,-0.375000,2.363281,-9.750000,
4.938616,encoder,121.113281,,,
4.939667,foot_gyro,0.000000,0.000000,0.000000,
4.939898,heel_fsr,427,,,
4.940520,shank_accel,-0.375000,2.402344,-9.710938,
4.941298,foot_accel,0.812500,2.007812,-9.492188,
4.942383,shank_gyro,-0.005859,-0.003906,-0.001953,
4.942605,toe_fsr,0,,,
4.943794,foot_gyro,0.000000,0.000000,0.000000,
4.944410,shank_accel,-0.375000,2.402344,-9.710938,
4.944636,heel_fsr,423,,,
4.944865,encoder,121.113281,,,
4.945713,foot_accel,0.812500,2.007812,-9.531250,
4.946386,shank_gyro,-0.003906,0.000000,0.000000,
4.946610,toe_fsr,-1,,,
4.948207,shank_accel,-0.335938,2.363281,-9.710938,
4.948461,heel_fsr,416,,,
4.948715,encoder,121.113281,,,
4.949984,foot_gyro,0.000000,0.000000,0.000000,
4.950625,shank_gyro,-0.003906,0.000000,0.001953,
4.950873,toe_fsr,0,,,
4.951700,foot_accel,0.812500,2.007812,-9.531250,
4.952797,shank_accel,-0.335938,2.402344,-9.750000,
4.953047,heel_fsr,427,,,
4.954102,foot_gyro,0.000000,0.000000,0.000000,
4.954993,encoder,121.113281,,,
4.955864,foot_accel,0.812500,2.007812,-9.531250,
4.956899,shank_gyro,0.005859,-0.001953,0.000000,
4.957123,toe_fsr,7,,,
4.957914,foot_accel,0.812500,2.042969,-9.531250,
4.958551,shank_accel,-0.375000,2.402344,-9.710938,
4.958784,encoder,121.113281,,,
4.959814,foot_gyro,0.000000,0.000000,0.000000,
4.960048,heel_fsr,419,,,
4.960673,shank_accel,-0.335938,2.402344,-9.710938,
4.983785,foot_accel,0.851562,2.007812,-9.492188,
4.984241,toe_fsr,-3,,,
4.985095,shank_gyro,0.003906,0.000000,0.001953,
4.985381,encoder,121.113281,,,
4.988852,foot_gyro,0.000000,0.000000,0.000000,
4.988859,foot_accel,0.812500,2.042969,-9.531250,
4.988864,foot_gyro,0.000000,0.000000,0.000000,
4.988869,foot_accel,0.812500,2.007812,-9.531250,
4.988873,foot_gyro,0.000000,0.000000,0.000000,
4.988877,foot_accel,0.812500,2.007812,-9.492188,
4.988880,foot_accel,0.851562,2.007812,-9.531250,
4.988884,foot_gyro,0.000000,0.000000,0.000000,
4.988888,foot_accel,0.812500,2.007812,-9.531250,
4.988891,foot_gyro,0.000000,0.000000,0.000000,
4.989152,heel_fsr,427,,,
4.992755,shank_accel,-0.375000,2.402344,-9.675781,
4.992762,shank_gyro,-0.001953,-0.001953,0.000000,
4.992829,shank_accel,-0.375000,2.402344,-9.710938,
4.992834,shank_gyro,0.001953,-0.001953,0.000000,
4.992838,shank_accel,-0.375000,2.363281,-9.710938,
4.992841,shank_gyro,-0.001953,0.000000,0.003906,
4.992845,shank_accel,-0.375000,2.363281,-9.710938,
4.992849,shank_accel,-0.335938,2.402344,-9.710938,
4.992852,shank_gyro,-0.005859,0.000000,-0.005859,
4.992856,shank_accel,-0.375000,2.363281,-9.710938,
4.992859,shank_gyro,0.000000,0.000000,0.000000,
4.993109,encoder,121.113281,,,
4.994778,foot_accel,0.812500,2.007812,-9.531250,
4.994783,foot_gyro,0.000000,0.000000,0.000000,
4.995016,toe_fsr,0,,,
4.997079,shank_accel,-0.375000,2.363281,-9.675781,
4.997089,shank_gyro,0.003906,0.003906,-0.001953,
4.997096,shank_accel,-0.375000,2.441406,-9.714844,
4.997355,heel_fsr,419,,,
4.997620,encoder,121.113281,,,
4.999650,foot_accel,0.812500,2.007812,-9.531250,
4.999659,foot_gyro,0.000000,0.000000,0.000000,
4.999666,foot_accel,0.812500,2.007812,-9.492188,
4.999923,toe_fsr,-3,,,
5.001687,shank_gyro,0.003906,0.001953,0.000000,
5.001695,shank_accel,-0.414062,2.402344,-9.750000,
5.001949,heel_fsr,426,,,
5.002231,encoder,121.113281,,,
5.003896,foot_gyro,0.000000,0.000000,0.000000,
5.003904,foot_accel,0.812500,2.042969,-9.492188,
5.003911,foot_accel,0.851562,2.007812,-9.492188,
5.004393,toe_fsr,9,,,
5.005922,shank_accel,-0.375000,2.363281,-9.710938,
5.005930,shank_gyro,-0.005859,0.000000,-0.003906,
5.005934,shank_accel,-0.335938,2.441406,-9.671875,
5.006162,heel_fsr,428,,,
5.006391,encoder,121.113281,,,
5.007674,foot_gyro,0.000000,0.000000,0.000000,
5.007697,foot_accel,0.851562,2.042969,-9.531250,
5.008814,shank_gyro,0.005859,0.000000,0.000000,
5.008819,shank_accel,-0.375000,2.441406,-9.753906,
5.009047,toe_fsr,5,,,
5.009439,encoder,121.113281,,,
5.010478,foot_gyro,0.000000,0.000000,0.000000,
5.011653,shank_gyro,0.003906,0.003906,0.000000,
5.011891,heel_fsr,426,,,
5.012688,foot_accel,0.851562,2.007812,-9.531250,
5.013329,shank_accel,-0.335938,2.402344,-9.710938,
5.013568,encoder,121.113281,,,
5.015885,foot_gyro,0.000000,0.000000,0.000000,
5.015893,foot_accel,0.812500,2.007812,-9.562500,
5.016259,toe_fsr,-1,,,
5.017259,shank_accel,-0.375000,2.402344,-9.710938,
5.017924,foot_accel,0.851562,2.007812,-9.531250,
5.018177,heel_fsr,423,,,
5.018823,shank_gyro,0.001953,0.000000,-0.005859,
5.019088,encoder,121.113281,,,
5.020000,foot_gyro,0.000000,0.000000,0.000000,
5.021091,shank_accel,-0.335938,2.402344,-9.675781,
5.021348,toe_fsr,8,,,
5.022309,foot_accel,0.812500,2.042969,-9.492188,
5.023307,shank_gyro,0.000000,0.000000,0.000000,
5.023537,heel_fsr,424,,,
5.023763,encoder,121.113281,,,
5.025037,foot_gyro,0.000000,0.000000,0.000000,
5.025667,shank_accel,-0.335938,2.402344,-9.675781,
5.025894,toe_fsr,3,,,
5.026677,foot_accel,0.812500,2.042969,-9.492188,
5.028076,shank_gyro,0.000000,0.000000,0.000000,
5.028081,shank_accel,-0.375000,2.402344,-9.675781,
5.028318,heel_fsr,427,,,
5.028550,encoder,121.113281,,,
5.029740,foot_gyro,0.000000,0.000000,0.000000,
5.030371,shank_gyro,0.000000,0.000000,0.000000,
5.030598,toe_fsr,-4,,,
5.031539,foot_accel,0.812500,2.007812,-9.492188,
5.032628,shank_accel,-0.375000,2.402344,-9.675781,
5.032881,heel_fsr,420,,,
5.033138,encoder,121.113281,,,
5.034553,foot_gyro,0.000000,0.000000,0.000000,
5.035926,shank_accel,-0.335938,2.402344,-9.675781,
5.036182,toe_fsr,0,,,
5.037039,foot_accel,0.851562,2.007812,-9.492188,
5.038136,shank_gyro,0.000000,0.000000,0.000000,
5.038390,heel_fsr,424,,,
5.038650,encoder,121.113281,,,
5.039942,foot_accel,0.812500,2.007812,-9.492188,
5.040913,shank_accel,-0.335938,2.441406,-9.714844,
5.041143,toe_fsr,6,,,
5.041938,foot_gyro,0.000000,0.000000,0.000000,
5.042993,shank_gyro,0.000000,0.000000,0.000000,
5.043215,heel_fsr,427,,,
5.043444,encoder,121.113281,,,
5.044710,foot_accel,0.812500,2.007812,-9.492188,
5.044715,foot_gyro,0.000000,0.000000,0.000000,
5.045342,shank_accel,-0.375000,2.402344,-9.710938,
5.045569,toe_fsr,-3,,,
5.046362,foot_accel,0.812500,1.968750,-9.492188,
5.047908,shank_gyro,0.000000,0.000000,0.000000,
5.047913,shank_accel,-0.335938,2.402344,-9.710938,
5.048140,heel_fsr,425,,,
5.048368,encoder,121.113281,,,
5.049161,foot_gyro,0.000000,0.000000,0.000000,
5.050815,foot_accel,0.851562,2.042969,-9.531250,
5.051040,toe_fsr,2,,,
5.052260,shank_gyro,0.000000,0.000000,0.000000,
5.052919,foot_gyro,0.000000,0.000000,0.000000,
5.053174,heel_fsr,419,,,
5.053820,shank_accel,-0.375000,2.402344,-9.710938,
5.054088,encoder,121.113281,,,
5.055346,foot_accel,0.851562,2.007812,-9.531250,
5.056411,shank_accel,-0.335938,2.402344,-9.710938,
5.056666,toe_fsr,4,,,
5.057508,foot_gyro,0.000000,0.000000,0.000000,
5.058399,shank_gyro,0.000000,0.000000,0.000000,
5.058652,heel_fsr,435,,,
5.058910,encoder,121.113281,,,
5.060047,foot_accel,0.851562,2.007812,-9.531250,
5.060681,shank_accel,-0.375000,2.363281,-9.675781,
5.060909,toe_fsr,-1,,,
5.061690,foot_accel,0.812500,2.007812,-9.492188,
5.063359,shank_gyro,0.000000,0.000000,0.000000,
5.063364,shank_accel,-0.335938,2.402344,-9.710938,
5.063607,heel_fsr,427,,,
5.063836,encoder,121.113281,,,
5.064669,foot_gyro,0.000000,0.000000,0.000000,
5.065302,shank_gyro,0.000000,0.000000,0.000000,
5.065923,foot_accel,0.851562,1.968750,-9.492188,
5.066151,toe_fsr,-2,,,
5.067348,shank_accel,-0.375000,2.402344,-9.710938,
5.067972,foot_gyro,0.000000,0.000000,0.000000,
5.068199,heel_fsr,432,,,
5.069072,encoder,121.113281,,,
5.070323,foot_accel,0.851562,2.007812,-9.531250,
5.071698,shank_gyro,0.000000,0.000000,0.000000,
5.071954,toe_fsr,7,,,
5.072803,foot_gyro,0.000000,0.000000,0.000000,
5.073581,shank_accel,-0.335938,2.441406,-9.753906,
5.073833,heel_fsr,429,,,
5.074091,encoder,121.113281,,,
5.075369,foot_accel,0.812500,2.007812,-9.492188,
5.076384,shank_accel,-0.335938,2.402344,-9.710938,
5.076618,toe_fsr,1,,,
5.077412,foot_gyro,0.000000,0.000000,0.000000,
5.078441,shank_gyro,0.000000,0.000000,0.000000,
5.078670,heel_fsr,433,,,
5.078899,encoder,121.113281,,,
5.080126,foot_accel,0.851562,2.007812,-9.531250,
5.080746,shank_accel,-0.335938,2.402344,-9.710938,
5.080974,toe_fsr,-3,,,
5.081753,foot_accel,0.851562,2.007812,-9.531250,
5.083308,shank_gyro,0.000000,0.000000,0.000000,
5.083313,shank_accel,-0.335938,2.441406,-9.671875,
5.083543,heel_fsr,435,,,
5.083774,encoder,121.113281,,,
5.084598,foot_gyro,0.000000,0.000000,0.000000,
5.085230,shank_gyro,0.000000,0.000000,0.000000,
5.085880,foot_accel,0.812500,2.007812,-9.531250,
5.086132,toe_fsr,2,,,
5.087405,shank_accel,-0.335938,2.402344,-9.710938,
5.088068,foot_gyro,0.000000,0.000000,0.000000,
5.088323,heel_fsr,421,,,
5.089217,encoder,121.113281,,,
5.090480,foot_accel,0.812500,2.007812,-9.531250,
5.091750,shank_accel,-0.335938,2.441406,-9.714844,
5.092007,toe_fsr,7,,,
5.093242,foot_gyro,0.000000,0.000000,0.000000,
5.093944,shank_gyro,0.000000,0.000000,0.000000,
5.094255,heel_fsr,437,,,
5.094546,encoder,121.113281,,,
5.095892,foot_accel,0.812500,1.968750,-9.531250,
5.096528,shank_accel,-0.375000,2.441406,-9.714844,
5.096762,toe_fsr,0,,,
5.097551,foot_accel,0.812500,1.968750,-9.531250,
5.099307,shank_gyro,0.000000,0.000000,0.000000,
5.099313,shank_accel,-0.375000,2.402344,-9.675781,
5.099539,heel_fsr,425,,,
5.099773,encoder,121.113281,,,
5.100621,foot_gyro,0.000000,0.000000,0.000000,
5.101245,shank_gyro,0.000000,0.000000,0.000000,
5.101476,toe_fsr,2,,,
5.102261,foot_accel,0.851562,1.968750,-9.492188,
5.103303,shank_accel,-0.375000,2.402344,-9.710938,
5.103530,heel_fsr,440,,,
5.103754,encoder,121.113281,,,
5.104559,foot_gyro,0.000000,0.000000,0.000000,
5.105180,shank_gyro,0.000000,0.000000,0.000000,
5.106078,foot_accel,0.812500,2.007812,-9.531250,
5.106365,toe_fsr,5,,,
5.107642,shank_accel,-0.335938,2.441406,-9.671875,
5.108301,foot_gyro,0.000000,0.000000,0.000000,
5.108561,heel_fsr,440,,,
5.109444,encoder,121.113281,,,
5.110730,foot_accel,0.812500,2.007812,-9.492188,
5.111799,shank_accel,-0.375000,2.402344,-9.750000,
5.112057,toe_fsr,2,,,
5.112897,foot_gyro,0.000000,0.000000,0.000000,
5.113573,shank_gyro,0.000000,0.000000,0.000000,
5.113875,heel_fsr,424,,,
5.114115,encoder,121.113281,,,
5.115336,foot_accel,0.851562,2.007812,-9.531250,
5.115967,shank_accel,-0.375000,2.402344,-9.710938,
5.116196,toe_fsr,-4,,,
5.118526,shank_gyro,0.000000,0.000000,0.000000,
5.118532,shank_accel,-0.335938,2.402344,-9.710938,
5.118758,heel_fsr,431,,,
5.118986,encoder,121.113281,,,
5.120162,foot_gyro,0.000000,0.000000,0.000000,
5.120787,shank_gyro,0.000000,0.000000,0.000000,
5.121009,toe_fsr,6,,,
5.121788,foot_accel,0.812500,2.042969,-9.531250,
5.122817,shank_accel,-0.335938,2.402344,-9.710938,
5.123043,heel_fsr,420,,,
5.123335,encoder,121.113281,,,
5.124229,foot_accel,0.812500,2.042969,-9.531250,
5.124885,shank_gyro,0.000000,0.000000,0.000000,
5.125145,toe_fsr,7,,,
5.126692,foot_gyro,0.000000,0.000000,0.000000,
5.126701,foot_accel,0.812500,2.007812,-9.562500,
5.126954,heel_fsr,433,,,
5.127618,shank_accel,-0.335938,2.402344,-9.632812,
5.128452,foot_gyro,0.000000,0.000000,0.000000,
5.129093,shank_accel,-0.335938,2.402344,-9.710938,
5.129358,encoder,121.113281,,,
5.130415,foot_accel,0.812500,2.007812,-9.562500,
5.130685,toe_fsr,-5,,,
5.131650,shank_gyro,0.000000,0.000000,0.000000,
5.133834,heel_fsr,427,,,
5.134729,shank_accel,-0.335938,2.402344,-9.750000,
5.135094,encoder,121.113281,,,
5.136137,foot_gyro,0.000000,0.000000,0.000000,
5.137175,shank_gyro,0.000000,0.000000,0.000000,
5.137436,toe_fsr,7,,,
5.138256,foot_accel,0.812500,2.007812,-9.531250,
5.138903,shank_accel,-0.335938,2.402344,-9.710938,
5.139138,encoder,121.113281,,,
5.140673,foot_accel,0.812500,2.007812,-9.492188,
5.140678,foot_gyro,0.000000,0.000000,0.000000,
5.140916,heel_fsr,427,,,
5.142049,shank_gyro,0.000000,0.000000,0.000000,
5.142848,foot_accel,0.812500,2.007812,-9.531250,
5.143489,shank_accel,-0.375000,2.363281,-9.710938,
5.143727,encoder,121.113281,,,
5.144382,foot_gyro,0.000000,0.000000,0.000000,
5.144616,toe_fsr,1,,,
5.145431,shank_accel,-0.375000,2.402344,-9.710938,
5.146118,foot_accel,0.812500,2.007812,-9.531250,
5.146343,heel_fsr,421,,,
5.147265,shank_gyro,0.000000,0.000000,0.000000,
5.148061,foot_gyro,0.000000,0.000000,0.000000,
5.148683,shank_accel,-0.375000,2.402344,-9.675781,
5.148920,encoder,121.113281,,,
5.149551,foot_accel,0.812500,2.007812,-9.531250,
5.149783,toe_fsr,0,,,
5.150738,shank_gyro,0.000000,0.000000,0.000000,
5.152450,shank_accel,-0.335938,2.363281,-9.675781,
5.152671,heel_fsr,419,,,
5.153466,foot_gyro,0.000000,0.000000,0.000000,
5.154302,encoder,121.113281,,,
5.155342,foot_accel,0.851562,2.007812,-9.531250,
5.155586,toe_fsr,5,,,
5.156358,shank_gyro,0.000000,0.000000,0.000000,
5.157950,shank_accel,-0.375000,2.402344,-9.710938,
5.158168,heel_fsr,422,,,
5.158390,encoder,121.113281,,,
5.159588,foot_gyro,0.000000,0.000000,0.000000,
5.160228,shank_gyro,0.000000,0.000000,0.000000,
5.160468,toe_fsr,2,,,
5.161431,foot_accel,0.812500,2.007812,-9.492188,
5.162477,shank_accel,-0.335938,2.402344,-9.710938,
5.162718,heel_fsr,413,,,
5.164324,foot_accel,0.812500,2.007812,-9.531250,
5.164568,toe_fsr,-3,,,
5.165905,shank_accel,-0.335938,2.402344,-9.710938,
5.166159,encoder,121.113281,,,
5.166802,foot_gyro,0.000000,0.000000,0.000000,
5.167056,heel_fsr,423,,,
5.168047,shank_gyro,0.000000,0.000000,0.000000,
5.168318,encoder,121.113281,,,
5.169154,foot_accel,0.851562,2.007812,-9.492188,
5.169771,shank_accel,-0.375000,2.402344,-9.710938,
5.171598,foot_gyro,0.000000,0.000000,0.000000,
5.171603,foot_accel,0.812500,2.007812,-9.531250,
5.171829,toe_fsr,7,,,
5.173009,shank_gyro,0.000000,0.000000,0.000000,
5.173240,encoder,121.113281,,,
5.174432,foot_gyro,0.000000,0.000000,0.000000,
5.174665,heel_fsr,431,,,
5.175287,shank_accel,-0.375000,2.402344,-9.710938,
5.176148,foot_accel,0.812500,2.007812,-9.492188,
5.177648,shank_gyro,0.000000,0.000000,0.000000,
5.177653,shank_accel,-0.375000,2.441406,-9.714844,
5.177878,toe_fsr,1,,,
5.178262,encoder,121.113281,,,
5.179446,foot_accel,0.812500,2.042969,-9.531250,
5.179709,heel_fsr,426,,,
5.180357,shank_gyro,0.000000,0.000000,0.000000,
5.181513,foot_gyro,0.000000,0.000000,0.000000,
