timestamp_s,foot_ax,foot_ay,foot_az,foot_gx,foot_gy,foot_gz,foot_qi,foot_qj,foot_qk,foot_qr,shank_ax,shank_ay,shank_az,shank_gx,shank_gy,shank_gz,shank_qi,shank_qj,shank_qk,shank_qr,ankle_encoder_deg,toe_fsr_raw,heel_fsr_raw
0.00338465200002247,,,,,,,,,,,,,,,,,,,,,,,
0.010090595000292524,,,,,,,,,,,8.65234375,5.72265625,-2.6484375,0.0,0.0,0.0,0.00030517578125,-0.6070556640625,-0.01580810546875,0.79449462890625,78.92578125,3,0
0.020061058000464982,,,,,,,,,,,8.65234375,5.72265625,-2.6484375,0.0,0.0,0.0,0.00030517578125,-0.6070556640625,-0.01580810546875,0.79449462890625,78.92578125,3,0
0.03006281800026045,,,,,,,,,,,8.65234375,5.72265625,-2.6484375,0.0,0.0,0.0,0.00030517578125,-0.6070556640625,-0.01580810546875,0.79449462890625,78.92578125,3,0
0.040128260000528826,4.97265625,-2.609375,-1.8515625,1.05078125,-0.03515625,-0.646484375,-0.013427734375,-0.796142578125,0.08367919921875,0.59918212890625,8.65234375,5.72265625,-2.6484375,0.0,0.0,0.0,0.00030517578125,-0.6070556640625,-0.01580810546875,0.79449462890625,79.62890625,3,25684
0.05007782600023347,4.97265625,-2.609375,-1.8515625,1.05078125,-0.03515625,-0.646484375,-0.013427734375,-0.796142578125,0.08367919921875,0.59918212890625,8.65234375,5.72265625,-2.6484375,0.0,0.0,0.0,0.00030517578125,-0.6070556640625,-0.01580810546875,0.79449462890625,79.716796875,4540,25684
0.06006188999981532,9.2578125,-4.984375,-1.35546875,-0.16796875,0.064453125,-0.341796875,-0.013427734375,-0.796142578125,0.08367919921875,0.59918212890625,9.53515625,-4.23828125,-1.91796875,-0.265625,0.080078125,-0.701171875,-0.000732421875,-0.60760498046875,-0.03558349609375,0.79345703125,79.892578125,4540,25910
0.07006905800062668,9.2578125,-4.984375,-1.35546875,-0.16796875,0.064453125,-0.341796875,-0.013427734375,-0.796142578125,0.08367919921875,0.59918212890625,9.53515625,-4.23828125,-1.91796875,-0.265625,0.080078125,-0.701171875,-0.000732421875,-0.60760498046875,-0.03558349609375,0.79345703125,80.068359375,5965,25910
0.08006585800012544,9.2578125,-4.984375,-1.35546875,-0.150390625,-0.0625,-0.1796875,-0.2081298828125,-0.7586669921875,0.2879638671875,0.5460205078125,9.71875,0.78125,-0.84765625,-0.251953125,-0.095703125,-0.44921875,0.0074462890625,-0.61181640625,-0.05181884765625,0.78924560546875,80.244140625,5965,25892
0.09006275299998379,9.87109375,-3.94921875,-1.390625,-0.150390625,-0.0625,-0.1796875,-0.2081298828125,-0.7586669921875,0.2879638671875,0.5460205078125,9.71875,0.78125,-0.84765625,-0.251953125,-0.095703125,-0.44921875,0.0074462890625,-0.61181640625,-0.05181884765625,0.78924560546875,80.419921875,7266,25892
