timestamp_s,foot_ax,foot_ay,foot_az,foot_gx,foot_gy,foot_gz,foot_qi,foot_qj,foot_qk,foot_qr,shank_ax,shank_ay,shank_az,shank_gx,shank_gy,shank_gz,shank_qi,shank_qj,shank_qk,shank_qr,ankle_encoder_deg,toe_fsr_raw,heel_fsr_raw
0.003713263000463485,,,,,,,,,,,,,,,,,,,,,,,
0.0050802390005628695,,,,,,,,,,,,,,,,,,,,,,,
0.010071161999803735,,,,,,,,,,,,,,,,,,,,,79.541015625,,
0.01506848600001831,,,,,,,,,,,,,,,,,,,,,79.541015625,,
0.02007195399983175,,,,,,,,,,,,,,,,,,,,,79.62890625,3,0
0.02506652500051132,,,,,,,,,,,,,,,,,,,,,79.62890625,3,0
0.03008842600047501,,,,,,,,,,,,,,,,,,,,,79.62890625,3,0
0.03506354000001011,,,,,,,,,,,,,,,,,,,,,79.62890625,3,0
0.0400616960005209,,,,,,,,,,,,,,,,,,,,,79.62890625,3,0
0.045280629000444605,10.171875,-3.18359375,-1.125,-0.041015625,0.240234375,-1.013671875,-0.0943603515625,-0.7418212890625,0.10894775390625,0.6549072265625,,,,,,,,,,,79.716796875,3,4723
0.05007288700016943,10.171875,-3.18359375,-1.125,-0.041015625,0.240234375,-1.013671875,-0.0943603515625,-0.7418212890625,0.10894775390625,0.6549072265625,3.86328125,4.265625,-0.1953125,1.259765625,-0.001953125,3.013671875,0.09063720703125,-0.85101318359375,-0.1641845703125,0.49053955078125,79.716796875,3,4723
0.05506281799989665,10.171875,-3.18359375,-1.125,-0.041015625,0.240234375,-1.013671875,-0.0943603515625,-0.7418212890625,0.10894775390625,0.6549072265625,3.86328125,4.265625,-0.1953125,1.259765625,-0.001953125,3.013671875,0.09063720703125,-0.85101318359375,-0.1641845703125,0.49053955078125,79.8046875,2,4723
0.06006292599977314,10.171875,-3.18359375,-1.125,-0.041015625,0.240234375,-1.013671875,-0.0943603515625,-0.7418212890625,0.10894775390625,0.6549072265625,3.86328125,4.265625,-0.1953125,1.259765625,-0.001953125,3.013671875,0.09063720703125,-0.85101318359375,-0.1641845703125,0.49053955078125,79.8046875,2,4723
0.06507036200036964,10.171875,-3.18359375,-1.125,-0.041015625,0.240234375,-1.013671875,-0.0943603515625,-0.7418212890625,0.10894775390625,0.6549072265625,3.86328125,4.265625,-0.1953125,1.259765625,-0.001953125,3.013671875,0.09063720703125,-0.85101318359375,-0.1641845703125,0.49053955078125,79.892578125,2,7832
0.07008339799995156,10.171875,-3.18359375,-1.125,-0.041015625,0.240234375,-1.013671875,-0.0943603515625,-0.7418212890625,0.10894775390625,0.6549072265625,3.86328125,4.265625,-0.1953125,1.259765625,-0.001953125,3.013671875,0.09063720703125,-0.85101318359375,-0.1641845703125,0.49053955078125,79.892578125,2,7832
0.07507377700039797,9.44921875,-2.03515625,-2.54296875,-0.041015625,0.240234375,-1.013671875,-0.0943603515625,-0.7418212890625,0.10894775390625,0.6549072265625,5.359375,3.0390625,-0.73046875,1.322265625,-0.16796875,3.490234375,0.06201171875,-0.85162353515625,-0.13153076171875,0.5035400390625,79.892578125,4,7832
0.08019123400026729,9.44921875,-2.03515625,-2.54296875,-0.041015625,0.240234375,-1.013671875,-0.0943603515625,-0.7418212890625,0.10894775390625,0.6549072265625,5.359375,3.0390625,-0.73046875,1.322265625,-0.16796875,3.490234375,0.06201171875,-0.85162353515625,-0.13153076171875,0.5035400390625,79.892578125,4,7832
0.08506256800046685,9.44921875,-2.03515625,-2.54296875,-0.041015625,0.240234375,-1.013671875,-0.0943603515625,-0.7418212890625,0.10894775390625,0.6549072265625,5.359375,3.0390625,-0.73046875,1.322265625,-0.16796875,3.490234375,0.06201171875,-0.85162353515625,-0.13153076171875,0.5035400390625,79.98046875,4,7832
0.09007144400038669,9.44921875,-2.03515625,-2.54296875,-0.041015625,0.240234375,-1.013671875,-0.0943603515625,-0.7418212890625,0.10894775390625,0.6549072265625,5.359375,3.0390625,-0.73046875,1.322265625,-0.16796875,3.490234375,0.06201171875,-0.85162353515625,-0.13153076171875,0.5035400390625,79.98046875,4,8125
0.09506655899986072,9.44921875,-2.03515625,-2.54296875,1.1015625,-0.72265625,3.69140625,0.08209228515625,-0.7196044921875,0.02166748046875,0.68914794921875,5.359375,3.0390625,-0.73046875,1.322265625,-0.16796875,3.490234375,0.06201171875,-0.85162353515625,-0.13153076171875,0.5035400390625,79.98046875,4,8125
0.10006871499990666,9.44921875,-2.03515625,-2.54296875,1.1015625,-0.72265625,3.69140625,0.08209228515625,-0.7196044921875,0.02166748046875,0.68914794921875,6.8125,4.80078125,-1.0390625,1.322265625,-0.16796875,3.490234375,0.02520751953125,-0.8525390625,-0.08795166015625,0.51458740234375,79.98046875,3,8125
0.10507202300050267,9.44921875,-2.03515625,-2.54296875,1.1015625,-0.72265625,3.69140625,0.08209228515625,-0.7196044921875,0.02166748046875,0.68914794921875,6.8125,4.80078125,-1.0390625,1.322265625,-0.16796875,3.490234375,0.02520751953125,-0.8525390625,-0.08795166015625,0.51458740234375,79.98046875,3,8125
